order_id,date,year,month,month_name,quarter,weekday,category,region,sales_rep,payment_mode,unit_price,quantity,discount_pct,revenue,cost,profit,profit_margin,age_segment,returned
ORD-03004,2023-05-28,2023,5,May,Q2,Sunday,Food & Grocery,South,Rep_01,Credit Card,2347.93,1,0,2347.93,1831.39,516.54,22.0,26-35,False
ORD-03005,2023-05-28,2023,5,May,Q2,Sunday,Clothing,West,Rep_11,UPI,2782.52,1,0,2782.52,1613.86,1168.66,42.0,36-45,False
ORD-03006,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,Central,Rep_19,Credit Card,28468.9,2,0,56937.8,39856.46,17081.34,30.0,46-55,False
ORD-03007,2023-05-28,2023,5,May,Q2,Sunday,Electronics,North,Rep_20,Cash,59162.87,1,20,47330.3,38810.85,8519.45,18.0,18-25,False
ORD-03008,2023-05-28,2023,5,May,Q2,Sunday,Clothing,North,Rep_11,Cash,8151.74,1,10,7336.57,4255.21,3081.36,42.0,36-45,False
ORD-03009,2023-05-28,2023,5,May,Q2,Sunday,Electronics,Central,Rep_08,Cash,49095.87,1,0,49095.87,40258.61,8837.26,18.0,26-35,False
ORD-03010,2023-05-28,2023,5,May,Q2,Sunday,Electronics,Central,Rep_15,Credit Card,13343.29,1,0,13343.29,10941.5,2401.79,18.0,55+,True
ORD-03011,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,Central,Rep_07,Debit Card,1414.28,1,0,1414.28,990.0,424.28,30.0,26-35,False
ORD-03012,2023-05-28,2023,5,May,Q2,Sunday,Clothing,South,Rep_04,Credit Card,4639.07,1,20,3711.26,2152.53,1558.73,42.0,26-35,False
ORD-03013,2023-05-28,2023,5,May,Q2,Sunday,Home & Living,North,Rep_07,Credit Card,14217.7,1,0,14217.7,9241.51,4976.19,35.0,36-45,False
ORD-03014,2023-05-28,2023,5,May,Q2,Sunday,Home & Living,South,Rep_07,Credit Card,20051.52,5,0,100257.6,65167.44,35090.16,35.0,18-25,False
ORD-03015,2023-05-28,2023,5,May,Q2,Sunday,Food & Grocery,East,Rep_15,Credit Card,876.47,2,0,1752.94,1367.29,385.65,22.0,26-35,False
ORD-03016,2023-05-28,2023,5,May,Q2,Sunday,Beauty & Personal Care,North,Rep_12,Cash,3605.05,1,0,3605.05,1874.63,1730.42,48.0,46-55,False
ORD-03017,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,South,Rep_03,UPI,10393.78,1,5,9874.09,6911.86,2962.23,30.0,46-55,False
ORD-03018,2023-05-28,2023,5,May,Q2,Sunday,Electronics,Central,Rep_11,Credit Card,80800.82,1,10,72720.74,59631.01,13089.73,18.0,46-55,False
ORD-03019,2023-05-28,2023,5,May,Q2,Sunday,Electronics,East,Rep_05,UPI,7916.48,1,0,7916.48,6491.51,1424.97,18.0,46-55,False
ORD-03020,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,Central,Rep_10,Debit Card,28073.76,2,5,53340.14,37338.1,16002.04,30.0,26-35,False
ORD-03021,2023-05-28,2023,5,May,Q2,Sunday,Electronics,Central,Rep_05,UPI,70559.5,1,20,56447.6,46287.03,10160.57,18.0,46-55,False
ORD-03022,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,North,Rep_06,Credit Card,24894.71,3,0,74684.13,52278.89,22405.24,30.0,26-35,False
ORD-03023,2023-05-28,2023,5,May,Q2,Sunday,Clothing,West,Rep_20,Debit Card,1440.61,1,0,1440.61,835.55,605.06,42.0,46-55,False
ORD-03024,2023-05-28,2023,5,May,Q2,Sunday,Sports & Fitness,North,Rep_05,Cash,20815.93,1,5,19775.13,13842.59,5932.54,30.0,18-25,False
ORD-03025,2023-05-28,2023,5,May,Q2,Sunday,Food & Grocery,East,Rep_06,Credit Card,78.35,1,0,78.35,61.11,17.24,22.0,26-35,False
ORD-03026,2023-05-28,2023,5,May,Q2,Sunday,Food & Grocery,North,Rep_16,Debit Card,2735.54,1,0,2735.54,2133.72,601.82,22.0,26-35,False
ORD-03027,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,Central,Rep_01,Debit Card,782.37,1,0,782.37,610.25,172.12,22.0,36-45,False
ORD-03028,2023-05-29,2023,5,May,Q2,Monday,Electronics,West,Rep_12,Net Banking,98656.51,1,0,98656.51,80898.34,17758.17,18.0,36-45,False
ORD-03029,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,West,Rep_19,Credit Card,135.97,1,10,122.37,95.45,26.92,22.0,26-35,False
ORD-03030,2023-05-29,2023,5,May,Q2,Monday,Beauty & Personal Care,South,Rep_03,UPI,1069.41,1,0,1069.41,556.09,513.32,48.0,36-45,False
ORD-03031,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,South,Rep_09,Credit Card,70.7,1,10,63.63,49.63,14.0,22.0,36-45,False
ORD-03032,2023-05-29,2023,5,May,Q2,Monday,Beauty & Personal Care,West,Rep_17,UPI,4669.98,2,15,7938.97,4128.26,3810.71,48.0,55+,False
ORD-03033,2023-05-29,2023,5,May,Q2,Monday,Beauty & Personal Care,South,Rep_12,UPI,3290.23,1,10,2961.21,1539.83,1421.38,48.0,36-45,False
ORD-03034,2023-05-29,2023,5,May,Q2,Monday,Electronics,Central,Rep_13,UPI,72331.89,2,0,144663.78,118624.3,26039.48,18.0,46-55,False
ORD-03035,2023-05-29,2023,5,May,Q2,Monday,Electronics,West,Rep_08,Credit Card,26517.54,2,5,50383.33,41314.33,9069.0,18.0,26-35,False
ORD-03036,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,South,Rep_19,Debit Card,2330.22,1,0,2330.22,1817.57,512.65,22.0,55+,False
ORD-03037,2023-05-29,2023,5,May,Q2,Monday,Clothing,East,Rep_09,UPI,2026.56,2,0,4053.12,2350.81,1702.31,42.0,36-45,False
ORD-03038,2023-05-29,2023,5,May,Q2,Monday,Beauty & Personal Care,North,Rep_11,UPI,544.29,5,0,2721.45,1415.15,1306.3,48.0,36-45,False
ORD-03039,2023-05-29,2023,5,May,Q2,Monday,Home & Living,West,Rep_11,UPI,25156.18,1,10,22640.56,14716.36,7924.2,35.0,26-35,False
ORD-03040,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,North,Rep_18,Credit Card,1620.14,2,20,2592.22,2021.93,570.29,22.0,26-35,False
ORD-03041,2023-05-29,2023,5,May,Q2,Monday,Electronics,East,Rep_10,Credit Card,3933.35,1,0,3933.35,3225.35,708.0,18.0,26-35,False
ORD-03042,2023-05-29,2023,5,May,Q2,Monday,Food & Grocery,Central,Rep_17,Credit Card,1689.82,2,0,3379.64,2636.12,743.52,22.0,46-55,False
ORD-03043,2023-05-30,2023,5,May,Q2,Tuesday,Food & Grocery,North,Rep_08,UPI,2325.5,4,0,9302.0,7255.56,2046.44,22.0,26-35,False
ORD-03044,2023-05-30,2023,5,May,Q2,Tuesday,Food & Grocery,West,Rep_19,Cash,1514.78,1,0,1514.78,1181.53,333.25,22.0,36-45,False
ORD-03045,2023-05-30,2023,5,May,Q2,Tuesday,Clothing,South,Rep_17,Credit Card,3962.39,1,0,3962.39,2298.19,1664.2,42.0,26-35,False
ORD-03046,2023-05-30,2023,5,May,Q2,Tuesday,Home & Living,Central,Rep_08,UPI,8685.56,1,0,8685.56,5645.61,3039.95,35.0,46-55,False
ORD-03047,2023-05-30,2023,5,May,Q2,Tuesday,Beauty & Personal Care,West,Rep_07,Credit Card,229.44,2,5,435.94,226.69,209.25,48.0,55+,False
ORD-03048,2023-05-30,2023,5,May,Q2,Tuesday,Clothing,Central,Rep_14,Cash,3119.77,1,10,2807.79,1628.52,1179.27,42.0,36-45,False
ORD-03049,2023-05-30,2023,5,May,Q2,Tuesday,Beauty & Personal Care,North,Rep_09,UPI,5499.99,1,0,5499.99,2859.99,2640.0,48.0,36-45,False
ORD-03050,2023-05-30,2023,5,May,Q2,Tuesday,Home & Living,East,Rep_03,Credit Card,5253.59,1,0,5253.59,3414.83,1838.76,35.0,26-35,False
ORD-03051,2023-05-30,2023,5,May,Q2,Tuesday,Sports & Fitness,West,Rep_08,Debit Card,13441.03,1,0,13441.03,9408.72,4032.31,30.0,26-35,False
ORD-03052,2023-05-30,2023,5,May,Q2,Tuesday,Food & Grocery,South,Rep_12,Credit Card,946.99,1,0,946.99,738.65,208.34,22.0,55+,False
ORD-03053,2023-05-30,2023,5,May,Q2,Tuesday,Beauty & Personal Care,North,Rep_19,Cash,205.21,1,15,174.43,90.7,83.73,48.0,26-35,False
ORD-03054,2023-05-30,2023,5,May,Q2,Tuesday,Home & Living,West,Rep_01,UPI,2889.65,1,20,2311.72,1502.62,809.1,35.0,36-45,False
ORD-03055,2023-05-30,2023,5,May,Q2,Tuesday,Sports & Fitness,East,Rep_08,UPI,9139.16,1,0,9139.16,6397.41,2741.75,30.0,26-35,False
ORD-03056,2023-05-30,2023,5,May,Q2,Tuesday,Home & Living,East,Rep_03,Cash,23206.96,3,5,66139.84,42990.9,23148.94,35.0,46-55,False
ORD-03057,2023-05-30,2023,5,May,Q2,Tuesday,Sports & Fitness,Central,Rep_02,Debit Card,3329.3,1,0,3329.3,2330.51,998.79,30.0,46-55,False
ORD-03058,2023-05-31,2023,5,May,Q2,Wednesday,Food & Grocery,East,Rep_16,UPI,544.0,2,0,1088.0,848.64,239.36,22.0,26-35,False
ORD-03059,2023-05-31,2023,5,May,Q2,Wednesday,Beauty & Personal Care,West,Rep_20,Cash,1935.67,1,15,1645.32,855.57,789.75,48.0,26-35,False
ORD-03060,2023-05-31,2023,5,May,Q2,Wednesday,Food & Grocery,West,Rep_14,Debit Card,2262.06,1,0,2262.06,1764.41,497.65,22.0,36-45,False
ORD-03061,2023-05-31,2023,5,May,Q2,Wednesday,Clothing,West,Rep_09,Cash,2687.57,3,0,8062.71,4676.37,3386.34,42.0,36-45,False
ORD-03062,2023-05-31,2023,5,May,Q2,Wednesday,Home & Living,South,Rep_12,Credit Card,12891.76,1,0,12891.76,8379.64,4512.12,35.0,18-25,False
ORD-03063,2023-05-31,2023,5,May,Q2,Wednesday,Clothing,East,Rep_19,Debit Card,6840.26,1,0,6840.26,3967.35,2872.91,42.0,26-35,False
ORD-03064,2023-05-31,2023,5,May,Q2,Wednesday,Sports & Fitness,East,Rep_20,UPI,4797.14,1,20,3837.71,2686.4,1151.31,30.0,26-35,False
ORD-03065,2023-05-31,2023,5,May,Q2,Wednesday,Beauty & Personal Care,South,Rep_20,Credit Card,1563.23,2,10,2813.81,1463.18,1350.63,48.0,46-55,False
ORD-03066,2023-05-31,2023,5,May,Q2,Wednesday,Electronics,North,Rep_08,Debit Card,26818.71,1,0,26818.71,21991.34,4827.37,18.0,36-45,False
ORD-03067,2023-05-31,2023,5,May,Q2,Wednesday,Food & Grocery,South,Rep_02,Debit Card,1743.07,1,0,1743.07,1359.59,383.48,22.0,46-55,False
ORD-03068,2023-05-31,2023,5,May,Q2,Wednesday,Food & Grocery,East,Rep_13,UPI,1343.12,1,0,1343.12,1047.63,295.49,22.0,36-45,False
ORD-03069,2023-05-31,2023,5,May,Q2,Wednesday,Home & Living,North,Rep_19,Credit Card,12024.38,1,0,12024.38,7815.85,4208.53,35.0,36-45,False
ORD-03070,2023-05-31,2023,5,May,Q2,Wednesday,Clothing,East,Rep_01,UPI,6931.26,1,10,6238.13,3618.12,2620.01,42.0,46-55,False
ORD-03071,2023-05-31,2023,5,May,Q2,Wednesday,Sports & Fitness,South,Rep_08,Credit Card,19980.45,1,5,18981.43,13287.0,5694.43,30.0,46-55,False
ORD-03072,2023-06-01,2023,6,Jun,Q2,Thursday,Home & Living,West,Rep_06,Credit Card,20173.5,1,5,19164.82,12457.13,6707.69,35.0,46-55,False
ORD-03073,2023-06-01,2023,6,Jun,Q2,Thursday,Clothing,East,Rep_12,UPI,3047.03,2,0,6094.06,3534.55,2559.51,42.0,26-35,False
ORD-03074,2023-06-01,2023,6,Jun,Q2,Thursday,Electronics,South,Rep_18,UPI,9502.85,1,10,8552.56,7013.1,1539.46,18.0,46-55,False
ORD-03075,2023-06-01,2023,6,Jun,Q2,Thursday,Sports & Fitness,North,Rep_03,UPI,27587.04,1,15,23448.98,16414.29,7034.69,30.0,26-35,False
ORD-03076,2023-06-01,2023,6,Jun,Q2,Thursday,Electronics,South,Rep_09,Cash,23701.37,1,15,20146.16,16519.85,3626.31,18.0,36-45,False
ORD-03077,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,South,Rep_06,Net Banking,2133.54,1,15,1813.51,1414.54,398.97,22.0,26-35,False
ORD-03078,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,Central,Rep_18,Credit Card,267.49,2,0,534.98,417.28,117.7,22.0,36-45,False
ORD-03079,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,North,Rep_03,Credit Card,559.95,1,0,559.95,436.76,123.19,22.0,36-45,False
ORD-03080,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,South,Rep_11,UPI,632.15,1,0,632.15,493.08,139.07,22.0,26-35,False
ORD-03081,2023-06-01,2023,6,Jun,Q2,Thursday,Electronics,Central,Rep_10,UPI,27286.49,1,0,27286.49,22374.92,4911.57,18.0,55+,False
ORD-03082,2023-06-01,2023,6,Jun,Q2,Thursday,Clothing,West,Rep_08,UPI,3562.9,1,15,3028.46,1756.51,1271.95,42.0,36-45,False
ORD-03083,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,West,Rep_08,Credit Card,2284.96,1,5,2170.71,1693.15,477.56,22.0,26-35,False
ORD-03084,2023-06-01,2023,6,Jun,Q2,Thursday,Clothing,North,Rep_08,Net Banking,1689.81,1,0,1689.81,980.09,709.72,42.0,46-55,False
ORD-03085,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,East,Rep_19,Credit Card,2130.31,1,0,2130.31,1661.64,468.67,22.0,26-35,False
ORD-03086,2023-06-01,2023,6,Jun,Q2,Thursday,Food & Grocery,East,Rep_13,UPI,391.32,2,5,743.51,579.94,163.57,22.0,36-45,False
ORD-03087,2023-06-02,2023,6,Jun,Q2,Friday,Sports & Fitness,South,Rep_12,Debit Card,15395.05,1,0,15395.05,10776.53,4618.52,30.0,55+,False
ORD-03088,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,North,Rep_05,Debit Card,2492.96,1,5,2368.31,1847.28,521.03,22.0,46-55,False
ORD-03089,2023-06-02,2023,6,Jun,Q2,Friday,Sports & Fitness,East,Rep_04,Net Banking,1334.38,1,0,1334.38,934.07,400.31,30.0,46-55,False
ORD-03090,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,South,Rep_20,Credit Card,1312.46,1,10,1181.21,921.34,259.87,22.0,26-35,False
ORD-03091,2023-06-02,2023,6,Jun,Q2,Friday,Beauty & Personal Care,West,Rep_08,Debit Card,1447.49,1,10,1302.74,677.42,625.32,48.0,36-45,False
ORD-03092,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,East,Rep_14,Credit Card,1497.93,1,5,1423.03,1109.96,313.07,22.0,55+,True
ORD-03093,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,West,Rep_12,Debit Card,1105.26,2,0,2210.52,1724.21,486.31,22.0,36-45,False
ORD-03094,2023-06-02,2023,6,Jun,Q2,Friday,Clothing,Central,Rep_09,UPI,4697.91,1,0,4697.91,2724.79,1973.12,42.0,55+,False
ORD-03095,2023-06-02,2023,6,Jun,Q2,Friday,Home & Living,East,Rep_05,Net Banking,8313.7,1,10,7482.33,4863.51,2618.82,35.0,26-35,False
ORD-03096,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,West,Rep_11,Credit Card,2793.97,1,5,2654.27,2070.33,583.94,22.0,46-55,False
ORD-03097,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,West,Rep_19,Debit Card,2715.62,1,0,2715.62,2118.18,597.44,22.0,18-25,False
ORD-03098,2023-06-02,2023,6,Jun,Q2,Friday,Home & Living,South,Rep_04,UPI,16974.65,2,15,28856.91,18756.99,10099.92,35.0,18-25,False
ORD-03099,2023-06-02,2023,6,Jun,Q2,Friday,Food & Grocery,North,Rep_07,Credit Card,1227.06,1,0,1227.06,957.11,269.95,22.0,36-45,False
ORD-03100,2023-06-03,2023,6,Jun,Q2,Saturday,Electronics,North,Rep_16,UPI,76274.83,1,10,68647.35,56290.83,12356.52,18.0,26-35,False
ORD-03101,2023-06-03,2023,6,Jun,Q2,Saturday,Food & Grocery,West,Rep_13,UPI,1317.35,1,0,1317.35,1027.53,289.82,22.0,26-35,False
ORD-03102,2023-06-03,2023,6,Jun,Q2,Saturday,Sports & Fitness,North,Rep_10,Debit Card,12248.52,1,20,9798.82,6859.17,2939.65,30.0,36-45,False
ORD-03103,2023-06-03,2023,6,Jun,Q2,Saturday,Food & Grocery,North,Rep_13,Credit Card,2331.96,1,0,2331.96,1818.93,513.03,22.0,26-35,False
ORD-03104,2023-06-03,2023,6,Jun,Q2,Saturday,Electronics,East,Rep_04,UPI,83520.49,1,0,83520.49,68486.8,15033.69,18.0,18-25,False
ORD-03105,2023-06-03,2023,6,Jun,Q2,Saturday,Beauty & Personal Care,North,Rep_12,Credit Card,3313.55,3,0,9940.65,5169.14,4771.51,48.0,18-25,False
ORD-03106,2023-06-03,2023,6,Jun,Q2,Saturday,Electronics,South,Rep_10,Credit Card,21399.93,3,0,64199.79,52643.83,11555.96,18.0,55+,False
ORD-03107,2023-06-03,2023,6,Jun,Q2,Saturday,Sports & Fitness,Central,Rep_07,UPI,4106.71,1,15,3490.7,2443.49,1047.21,30.0,36-45,False
ORD-03108,2023-06-03,2023,6,Jun,Q2,Saturday,Beauty & Personal Care,North,Rep_05,UPI,2833.58,5,5,13459.5,6998.94,6460.56,48.0,36-45,False
ORD-03109,2023-06-03,2023,6,Jun,Q2,Saturday,Home & Living,Central,Rep_06,UPI,2314.84,5,0,11574.2,7523.23,4050.97,35.0,46-55,False
ORD-03110,2023-06-03,2023,6,Jun,Q2,Saturday,Food & Grocery,Central,Rep_04,UPI,754.14,1,0,754.14,588.23,165.91,22.0,26-35,False
ORD-03111,2023-06-03,2023,6,Jun,Q2,Saturday,Clothing,North,Rep_17,Credit Card,1109.53,1,0,1109.53,643.53,466.0,42.0,18-25,False
ORD-03112,2023-06-03,2023,6,Jun,Q2,Saturday,Electronics,West,Rep_11,Cash,85947.36,1,25,64460.52,52857.63,11602.89,18.0,55+,False
ORD-03113,2023-06-03,2023,6,Jun,Q2,Saturday,Food & Grocery,East,Rep_04,UPI,790.41,1,0,790.41,616.52,173.89,22.0,18-25,False
ORD-03114,2023-06-03,2023,6,Jun,Q2,Saturday,Electronics,Central,Rep_16,Credit Card,16453.21,1,10,14807.89,12142.47,2665.42,18.0,26-35,False
ORD-03115,2023-06-03,2023,6,Jun,Q2,Saturday,Beauty & Personal Care,Central,Rep_19,Credit Card,4542.92,4,0,18171.68,9449.27,8722.41,48.0,36-45,False
ORD-03116,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,East,Rep_19,UPI,1226.39,2,5,2330.14,1351.48,978.66,42.0,36-45,False
ORD-03117,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,South,Rep_05,Debit Card,4309.11,1,0,4309.11,2800.92,1508.19,35.0,26-35,False
ORD-03118,2023-06-04,2023,6,Jun,Q2,Sunday,Food & Grocery,East,Rep_03,Debit Card,1947.91,1,25,1460.93,1139.53,321.4,22.0,36-45,False
ORD-03119,2023-06-04,2023,6,Jun,Q2,Sunday,Food & Grocery,South,Rep_16,Net Banking,174.92,1,0,174.92,136.44,38.48,22.0,46-55,False
ORD-03120,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_02,Credit Card,13468.11,1,5,12794.7,8316.56,4478.14,35.0,18-25,False
ORD-03121,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_06,UPI,23027.87,3,10,62175.25,40413.91,21761.34,35.0,46-55,False
ORD-03122,2023-06-04,2023,6,Jun,Q2,Sunday,Electronics,South,Rep_07,Debit Card,69110.2,1,10,62199.18,51003.33,11195.85,18.0,36-45,False
ORD-03123,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_17,UPI,8332.64,1,0,8332.64,5416.22,2916.42,35.0,26-35,False
ORD-03124,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,Central,Rep_04,Debit Card,11950.99,1,20,9560.79,6214.51,3346.28,35.0,26-35,False
ORD-03125,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,West,Rep_16,Credit Card,3249.86,1,0,3249.86,1884.92,1364.94,42.0,36-45,True
ORD-03126,2023-06-04,2023,6,Jun,Q2,Sunday,Beauty & Personal Care,North,Rep_04,Cash,490.97,1,0,490.97,255.3,235.67,48.0,18-25,False
ORD-03127,2023-06-04,2023,6,Jun,Q2,Sunday,Sports & Fitness,West,Rep_06,Net Banking,17230.84,1,10,15507.76,10855.43,4652.33,30.0,46-55,False
ORD-03128,2023-06-04,2023,6,Jun,Q2,Sunday,Sports & Fitness,North,Rep_05,UPI,25751.56,1,0,25751.56,18026.09,7725.47,30.0,36-45,False
ORD-03129,2023-06-04,2023,6,Jun,Q2,Sunday,Beauty & Personal Care,West,Rep_10,Credit Card,2021.84,2,0,4043.68,2102.71,1940.97,48.0,46-55,False
ORD-03130,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,West,Rep_14,UPI,477.29,2,0,954.58,553.66,400.92,42.0,26-35,False
ORD-03131,2023-06-04,2023,6,Jun,Q2,Sunday,Electronics,West,Rep_09,UPI,16478.7,1,20,13182.96,10810.03,2372.93,18.0,36-45,False
ORD-03132,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_08,Credit Card,22635.71,1,0,22635.71,14713.21,7922.5,35.0,18-25,False
ORD-03133,2023-06-04,2023,6,Jun,Q2,Sunday,Sports & Fitness,North,Rep_18,Debit Card,18392.47,4,20,58855.9,41199.13,17656.77,30.0,55+,False
ORD-03134,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,Central,Rep_13,Credit Card,5774.09,2,0,11548.18,7506.32,4041.86,35.0,26-35,False
ORD-03135,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,West,Rep_13,UPI,2332.14,1,0,2332.14,1352.64,979.5,42.0,46-55,False
ORD-03136,2023-06-04,2023,6,Jun,Q2,Sunday,Food & Grocery,East,Rep_05,UPI,2448.89,1,0,2448.89,1910.13,538.76,22.0,18-25,False
ORD-03137,2023-06-04,2023,6,Jun,Q2,Sunday,Electronics,North,Rep_13,Credit Card,90066.59,2,0,180133.18,147709.21,32423.97,18.0,46-55,False
ORD-03138,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,West,Rep_15,UPI,3746.98,1,0,3746.98,2173.25,1573.73,42.0,26-35,False
ORD-03139,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_07,UPI,25427.37,2,0,50854.74,33055.58,17799.16,35.0,36-45,False
ORD-03140,2023-06-04,2023,6,Jun,Q2,Sunday,Electronics,North,Rep_09,Cash,14874.96,1,15,12643.72,10367.85,2275.87,18.0,26-35,False
ORD-03141,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,South,Rep_05,Cash,4981.59,1,0,4981.59,3238.03,1743.56,35.0,36-45,False
ORD-03142,2023-06-04,2023,6,Jun,Q2,Sunday,Food & Grocery,South,Rep_15,Credit Card,1441.7,1,0,1441.7,1124.53,317.17,22.0,26-35,False
ORD-03143,2023-06-04,2023,6,Jun,Q2,Sunday,Food & Grocery,South,Rep_06,Credit Card,2215.54,2,10,3987.97,3110.62,877.35,22.0,55+,False
ORD-03144,2023-06-04,2023,6,Jun,Q2,Sunday,Home & Living,East,Rep_18,Credit Card,1024.1,1,5,972.89,632.38,340.51,35.0,36-45,False
ORD-03145,2023-06-04,2023,6,Jun,Q2,Sunday,Clothing,North,Rep_04,UPI,2780.98,2,5,5283.86,3064.64,2219.22,42.0,18-25,True
ORD-03146,2023-06-05,2023,6,Jun,Q2,Monday,Electronics,South,Rep_19,Credit Card,44320.86,1,0,44320.86,36343.11,7977.75,18.0,26-35,False
ORD-03147,2023-06-05,2023,6,Jun,Q2,Monday,Food & Grocery,North,Rep_16,Cash,563.67,1,20,450.94,351.73,99.21,22.0,36-45,False
ORD-03148,2023-06-05,2023,6,Jun,Q2,Monday,Food & Grocery,East,Rep_08,UPI,1346.66,1,5,1279.33,997.88,281.45,22.0,36-45,False
ORD-03149,2023-06-05,2023,6,Jun,Q2,Monday,Beauty & Personal Care,East,Rep_05,Debit Card,1890.08,2,0,3780.16,1965.68,1814.48,48.0,46-55,False
ORD-03150,2023-06-05,2023,6,Jun,Q2,Monday,Clothing,West,Rep_13,Net Banking,2140.87,1,10,1926.78,1117.53,809.25,42.0,46-55,False
ORD-03151,2023-06-05,2023,6,Jun,Q2,Monday,Electronics,West,Rep_05,Credit Card,29733.82,2,0,59467.64,48763.46,10704.18,18.0,26-35,False
ORD-03152,2023-06-05,2023,6,Jun,Q2,Monday,Sports & Fitness,Central,Rep_05,UPI,10193.24,1,20,8154.59,5708.21,2446.38,30.0,26-35,False
ORD-03153,2023-06-05,2023,6,Jun,Q2,Monday,Food & Grocery,East,Rep_15,Debit Card,2449.38,1,0,2449.38,1910.52,538.86,22.0,26-35,False
ORD-03154,2023-06-05,2023,6,Jun,Q2,Monday,Clothing,South,Rep_17,Credit Card,1377.04,1,0,1377.04,798.68,578.36,42.0,26-35,False
ORD-03155,2023-06-05,2023,6,Jun,Q2,Monday,Electronics,Central,Rep_20,Debit Card,76862.33,3,0,230586.99,189081.33,41505.66,18.0,36-45,False
ORD-03156,2023-06-05,2023,6,Jun,Q2,Monday,Sports & Fitness,South,Rep_10,Credit Card,14400.81,2,10,25921.46,18145.02,7776.44,30.0,18-25,False
ORD-03157,2023-06-05,2023,6,Jun,Q2,Monday,Home & Living,South,Rep_20,Debit Card,560.1,1,0,560.1,364.07,196.03,35.0,26-35,False
ORD-03158,2023-06-05,2023,6,Jun,Q2,Monday,Sports & Fitness,West,Rep_17,Debit Card,9009.26,1,0,9009.26,6306.48,2702.78,30.0,55+,True
ORD-03159,2023-06-05,2023,6,Jun,Q2,Monday,Clothing,East,Rep_06,Credit Card,5516.27,1,0,5516.27,3199.44,2316.83,42.0,46-55,False
ORD-03160,2023-06-05,2023,6,Jun,Q2,Monday,Electronics,East,Rep_07,Credit Card,23037.31,2,15,39163.43,32114.01,7049.42,18.0,26-35,False
ORD-03161,2023-06-05,2023,6,Jun,Q2,Monday,Home & Living,West,Rep_16,Debit Card,14802.14,1,25,11101.6,7216.04,3885.56,35.0,55+,False
ORD-03162,2023-06-05,2023,6,Jun,Q2,Monday,Home & Living,Central,Rep_04,UPI,5413.83,1,0,5413.83,3518.99,1894.84,35.0,18-25,True
ORD-03163,2023-06-05,2023,6,Jun,Q2,Monday,Sports & Fitness,North,Rep_03,Debit Card,6721.19,1,15,5713.01,3999.11,1713.9,30.0,55+,False
ORD-03164,2023-06-05,2023,6,Jun,Q2,Monday,Electronics,North,Rep_03,Debit Card,61477.3,1,20,49181.84,40329.11,8852.73,18.0,55+,False
ORD-03165,2023-06-05,2023,6,Jun,Q2,Monday,Sports & Fitness,East,Rep_06,Credit Card,2325.92,1,0,2325.92,1628.14,697.78,30.0,18-25,False
ORD-03166,2023-06-05,2023,6,Jun,Q2,Monday,Beauty & Personal Care,North,Rep_14,Credit Card,3605.74,1,0,3605.74,1874.98,1730.76,48.0,55+,False
ORD-03167,2023-06-05,2023,6,Jun,Q2,Monday,Food & Grocery,West,Rep_09,UPI,1968.52,1,5,1870.09,1458.67,411.42,22.0,55+,False
