date,city,year,month,month_name,season,temp_max,temp_min,temp_avg,rainfall_mm,humidity_pct,wind_kmph,visibility_km,aqi,condition
2023-03-21,Mumbai,2023,3,Mar,Summer,35.6,24.0,29.8,0.0,77,21.8,15.2,71,Clear
2023-03-22,Mumbai,2023,3,Mar,Summer,31.2,25.6,28.4,0.0,77,9.0,14.8,48,Clear
2023-03-23,Mumbai,2023,3,Mar,Summer,31.6,26.7,29.1,0.0,68,16.2,25.0,27,Clear
2023-03-24,Mumbai,2023,3,Mar,Summer,34.2,26.4,30.3,0.0,74,7.4,15.7,103,Clear
2023-03-25,Mumbai,2023,3,Mar,Summer,31.7,26.2,28.9,0.0,83,20.7,7.1,62,Clear
2023-03-26,Mumbai,2023,3,Mar,Summer,34.6,26.3,30.5,0.0,64,21.1,14.0,20,Clear
2023-03-27,Mumbai,2023,3,Mar,Summer,29.8,27.5,28.6,0.0,74,10.7,14.8,40,Clear
2023-03-28,Mumbai,2023,3,Mar,Summer,32.5,26.1,29.3,0.0,72,13.9,17.2,61,Clear
2023-03-29,Mumbai,2023,3,Mar,Summer,32.2,28.6,30.4,0.0,81,24.8,14.2,66,Clear
2023-03-30,Mumbai,2023,3,Mar,Summer,31.7,27.3,29.5,0.0,77,19.8,15.8,59,Clear
2023-03-31,Mumbai,2023,3,Mar,Summer,36.7,25.5,31.1,0.0,74,23.6,12.0,51,Hot
2023-04-01,Mumbai,2023,4,Apr,Summer,34.7,30.9,32.8,0.0,80,15.5,18.6,20,Clear
2023-04-02,Mumbai,2023,4,Apr,Summer,35.3,30.1,32.7,0.0,72,4.0,13.5,80,Clear
2023-04-03,Mumbai,2023,4,Apr,Summer,38.2,29.7,34.0,0.0,81,23.1,21.1,49,Hot
2023-04-04,Mumbai,2023,4,Apr,Summer,33.6,30.4,32.0,0.0,72,12.2,13.5,49,Clear
2023-04-05,Mumbai,2023,4,Apr,Summer,36.5,31.2,33.9,0.0,76,21.2,15.1,88,Hot
2023-04-06,Mumbai,2023,4,Apr,Summer,36.0,30.2,33.1,0.0,76,16.7,11.1,33,Clear
2023-04-07,Mumbai,2023,4,Apr,Summer,37.5,29.0,33.2,7.8,82,15.7,9.6,42,Light Rain
2023-04-08,Mumbai,2023,4,Apr,Summer,37.9,28.4,33.1,0.0,85,9.1,18.9,29,Hot
2023-04-09,Mumbai,2023,4,Apr,Summer,35.4,27.9,31.6,0.0,87,22.6,18.2,45,Foggy
2023-04-10,Mumbai,2023,4,Apr,Summer,34.9,31.3,33.1,14.8,75,33.9,15.6,23,Rainy
2023-04-11,Mumbai,2023,4,Apr,Summer,35.9,28.9,32.4,0.0,85,12.7,17.5,45,Clear
2023-04-12,Mumbai,2023,4,Apr,Summer,35.4,28.0,31.7,0.0,80,28.4,10.4,20,Clear
2023-04-13,Mumbai,2023,4,Apr,Summer,37.5,28.3,32.9,0.0,84,10.8,9.5,67,Hot
2023-04-14,Mumbai,2023,4,Apr,Summer,34.8,29.5,32.1,0.0,79,0.0,23.2,61,Clear
2023-04-15,Mumbai,2023,4,Apr,Summer,34.4,29.1,31.8,0.0,82,22.8,21.9,39,Clear
2023-04-16,Mumbai,2023,4,Apr,Summer,36.8,30.8,33.8,0.0,81,27.0,11.4,56,Hot
2023-04-17,Mumbai,2023,4,Apr,Summer,35.4,30.3,32.9,0.0,81,4.8,20.5,25,Clear
2023-04-18,Mumbai,2023,4,Apr,Summer,35.9,31.8,33.9,0.0,79,20.7,9.1,28,Clear
2023-04-19,Mumbai,2023,4,Apr,Summer,37.7,29.6,33.7,0.0,75,25.7,9.8,68,Hot
2023-04-20,Mumbai,2023,4,Apr,Summer,36.4,30.3,33.4,0.0,75,13.4,9.6,74,Hot
2023-04-21,Mumbai,2023,4,Apr,Summer,35.3,31.5,33.4,0.0,76,9.5,13.8,47,Clear
2023-04-22,Mumbai,2023,4,Apr,Summer,37.8,29.9,33.8,0.0,76,29.3,17.5,109,Hot
2023-04-23,Mumbai,2023,4,Apr,Summer,38.2,29.3,33.8,4.6,85,29.9,10.1,106,Light Rain
2023-04-24,Mumbai,2023,4,Apr,Summer,35.8,31.3,33.5,0.0,79,10.2,20.8,46,Clear
2023-04-25,Mumbai,2023,4,Apr,Summer,39.1,29.4,34.2,0.0,72,12.7,22.5,20,Hot
2023-04-26,Mumbai,2023,4,Apr,Summer,37.7,32.5,35.1,0.0,77,14.9,15.4,26,Hot
2023-04-27,Mumbai,2023,4,Apr,Summer,40.3,31.1,35.7,0.0,71,11.5,15.9,21,Hot
2023-04-28,Mumbai,2023,4,Apr,Summer,34.1,30.7,32.4,0.0,83,25.3,14.7,51,Clear
2023-04-29,Mumbai,2023,4,Apr,Summer,36.4,31.5,34.0,0.0,71,11.8,13.1,52,Hot
2023-04-30,Mumbai,2023,4,Apr,Summer,36.2,30.3,33.2,0.0,81,3.9,7.0,40,Hot
2023-05-01,Mumbai,2023,5,May,Summer,39.6,31.5,35.5,0.0,77,19.0,16.6,106,Hot
2023-05-02,Mumbai,2023,5,May,Summer,39.4,33.5,36.5,0.0,77,29.8,15.4,20,Hot
2023-05-03,Mumbai,2023,5,May,Summer,42.0,32.4,37.2,0.8,75,34.4,8.2,78,Light Rain
2023-05-04,Mumbai,2023,5,May,Summer,36.2,31.9,34.0,0.0,77,26.6,9.6,79,Hot
2023-05-05,Mumbai,2023,5,May,Summer,38.3,32.6,35.5,0.0,82,7.7,19.1,42,Hot
2023-05-06,Mumbai,2023,5,May,Summer,40.0,32.7,36.4,0.0,76,13.3,19.1,97,Hot
2023-05-07,Mumbai,2023,5,May,Summer,37.5,31.0,34.2,0.0,81,6.4,8.5,28,Hot
2023-05-08,Mumbai,2023,5,May,Summer,37.7,30.7,34.2,0.0,68,8.9,18.2,21,Hot
2023-05-09,Mumbai,2023,5,May,Summer,37.8,34.7,36.2,0.0,77,20.7,10.3,124,Hot
2023-05-10,Mumbai,2023,5,May,Summer,37.5,32.0,34.8,0.0,84,16.5,15.2,51,Hot
2023-05-11,Mumbai,2023,5,May,Summer,37.9,32.8,35.3,0.0,80,12.9,11.2,41,Hot
2023-05-12,Mumbai,2023,5,May,Summer,36.2,30.4,33.3,0.0,79,25.5,19.4,20,Hot
2023-05-13,Mumbai,2023,5,May,Summer,38.0,31.0,34.5,0.0,78,14.7,18.0,59,Hot
2023-05-14,Mumbai,2023,5,May,Summer,35.5,31.2,33.4,0.0,78,18.7,8.0,20,Clear
2023-05-15,Mumbai,2023,5,May,Summer,38.4,30.6,34.5,0.0,69,14.4,12.6,33,Hot
2023-05-16,Mumbai,2023,5,May,Summer,37.3,32.3,34.8,0.7,78,23.2,15.9,48,Light Rain
2023-05-17,Mumbai,2023,5,May,Summer,38.4,32.2,35.3,0.0,81,28.0,12.9,66,Hot
2023-05-18,Mumbai,2023,5,May,Summer,37.3,32.8,35.0,0.0,80,16.7,17.6,60,Hot
2023-05-19,Mumbai,2023,5,May,Summer,38.2,31.3,34.8,0.0,78,13.4,19.3,34,Hot
2023-05-20,Mumbai,2023,5,May,Summer,38.7,32.0,35.4,0.0,79,17.5,10.9,92,Hot
2023-05-21,Mumbai,2023,5,May,Summer,37.0,33.1,35.0,0.0,69,15.7,22.6,51,Hot
2023-05-22,Mumbai,2023,5,May,Summer,38.5,34.2,36.4,0.0,77,20.1,18.0,20,Hot
2023-05-23,Mumbai,2023,5,May,Summer,37.6,32.5,35.0,0.0,70,29.0,18.8,78,Hot
2023-05-24,Mumbai,2023,5,May,Summer,40.3,33.2,36.8,0.0,76,4.9,11.6,40,Hot
2023-05-25,Mumbai,2023,5,May,Summer,39.2,32.4,35.8,0.0,70,24.9,21.6,104,Hot
2023-05-26,Mumbai,2023,5,May,Summer,36.6,32.7,34.7,0.0,72,33.5,15.2,48,Hot
2023-05-27,Mumbai,2023,5,May,Summer,37.5,32.7,35.1,0.0,80,4.8,22.0,74,Hot
2023-05-28,Mumbai,2023,5,May,Summer,40.4,34.4,37.4,0.0,77,24.9,12.1,45,Hot
2023-05-29,Mumbai,2023,5,May,Summer,40.7,31.4,36.0,0.0,78,10.7,11.7,44,Hot
2023-05-30,Mumbai,2023,5,May,Summer,40.5,32.9,36.7,0.0,82,3.5,15.2,48,Hot
2023-05-31,Mumbai,2023,5,May,Summer,39.1,35.2,37.2,0.0,66,21.2,25.0,44,Hot
2023-06-01,Mumbai,2023,6,Jun,Monsoon,35.5,30.1,32.8,29.2,93,27.0,10.7,20,Rainy
2023-06-02,Mumbai,2023,6,Jun,Monsoon,34.1,29.2,31.6,0.0,93,16.2,8.6,89,Foggy
2023-06-03,Mumbai,2023,6,Jun,Monsoon,37.9,30.0,34.0,8.4,99,11.9,5.8,61,Light Rain
2023-06-04,Mumbai,2023,6,Jun,Monsoon,35.0,31.4,33.2,0.0,88,20.0,11.2,63,Foggy
2023-06-05,Mumbai,2023,6,Jun,Monsoon,38.5,31.5,35.0,0.0,94,23.0,8.7,50,Foggy
2023-06-06,Mumbai,2023,6,Jun,Monsoon,38.2,30.9,34.5,0.0,94,16.3,7.1,70,Foggy
2023-06-07,Mumbai,2023,6,Jun,Monsoon,35.3,30.7,33.0,0.0,95,10.4,4.7,89,Foggy
2023-06-08,Mumbai,2023,6,Jun,Monsoon,33.6,28.9,31.2,3.2,95,17.2,5.6,93,Light Rain
2023-06-09,Mumbai,2023,6,Jun,Monsoon,35.5,29.8,32.6,9.1,80,11.1,12.1,20,Light Rain
2023-06-10,Mumbai,2023,6,Jun,Monsoon,38.7,32.0,35.4,0.0,89,28.1,9.0,109,Foggy
2023-06-11,Mumbai,2023,6,Jun,Monsoon,35.2,29.8,32.5,34.7,95,26.8,5.8,67,Rainy
2023-06-12,Mumbai,2023,6,Jun,Monsoon,32.5,30.2,31.4,8.4,96,19.7,8.2,59,Light Rain
2023-06-13,Mumbai,2023,6,Jun,Monsoon,33.6,29.7,31.6,3.2,92,18.3,4.5,58,Light Rain
2023-06-14,Mumbai,2023,6,Jun,Monsoon,37.7,28.8,33.2,9.2,90,12.6,6.0,54,Light Rain
2023-06-15,Mumbai,2023,6,Jun,Monsoon,38.0,31.0,34.5,1.0,85,4.1,18.4,20,Light Rain
2023-06-16,Mumbai,2023,6,Jun,Monsoon,33.9,27.2,30.5,24.0,94,9.3,2.6,61,Rainy
2023-06-17,Mumbai,2023,6,Jun,Monsoon,35.9,31.4,33.6,0.0,99,15.8,9.8,69,Foggy
2023-06-18,Mumbai,2023,6,Jun,Monsoon,35.3,29.3,32.3,3.6,93,10.8,6.2,105,Light Rain
2023-06-19,Mumbai,2023,6,Jun,Monsoon,35.1,31.8,33.5,0.0,84,13.8,7.3,23,Clear
2023-06-20,Mumbai,2023,6,Jun,Monsoon,34.1,29.7,31.9,0.0,94,12.6,1.9,104,Foggy
2023-06-21,Mumbai,2023,6,Jun,Monsoon,34.9,28.0,31.4,23.4,94,23.1,8.0,46,Rainy
2023-06-22,Mumbai,2023,6,Jun,Monsoon,34.1,28.0,31.1,0.0,95,12.7,10.5,107,Foggy
2023-06-23,Mumbai,2023,6,Jun,Monsoon,33.6,30.2,31.9,8.8,99,29.0,5.8,87,Light Rain
2023-06-24,Mumbai,2023,6,Jun,Monsoon,34.8,31.1,33.0,0.0,90,33.8,9.4,113,Foggy
2023-06-25,Mumbai,2023,6,Jun,Monsoon,34.6,29.8,32.2,3.1,95,6.0,10.5,63,Light Rain
2023-06-26,Mumbai,2023,6,Jun,Monsoon,36.5,30.0,33.2,3.6,91,18.9,8.0,49,Light Rain
2023-06-27,Mumbai,2023,6,Jun,Monsoon,35.4,28.9,32.1,27.5,90,17.0,8.4,65,Rainy
2023-06-28,Mumbai,2023,6,Jun,Monsoon,36.2,31.3,33.8,0.0,87,24.0,14.5,94,Foggy
2023-06-29,Mumbai,2023,6,Jun,Monsoon,37.8,29.6,33.7,22.7,95,19.4,8.9,86,Rainy
2023-06-30,Mumbai,2023,6,Jun,Monsoon,34.2,29.7,32.0,0.0,92,9.2,9.3,43,Foggy
2023-07-01,Mumbai,2023,7,Jul,Monsoon,29.1,24.7,26.9,0.0,89,26.2,7.9,101,Foggy
2023-07-02,Mumbai,2023,7,Jul,Monsoon,30.3,26.4,28.4,10.6,96,18.8,8.0,57,Rainy
2023-07-03,Mumbai,2023,7,Jul,Monsoon,32.3,26.3,29.3,0.0,95,28.5,5.7,42,Foggy
2023-07-04,Mumbai,2023,7,Jul,Monsoon,31.9,26.1,29.0,3.6,88,35.1,15.6,23,Light Rain
2023-07-05,Mumbai,2023,7,Jul,Monsoon,30.5,25.0,27.8,9.4,90,18.9,3.8,41,Light Rain
2023-07-06,Mumbai,2023,7,Jul,Monsoon,30.9,25.0,27.9,24.4,87,16.4,13.5,42,Rainy
2023-07-07,Mumbai,2023,7,Jul,Monsoon,30.5,26.7,28.6,0.0,91,8.9,6.3,61,Foggy
2023-07-08,Mumbai,2023,7,Jul,Monsoon,29.3,27.3,28.3,0.1,98,25.8,3.9,95,Light Rain
2023-07-09,Mumbai,2023,7,Jul,Monsoon,27.8,26.1,27.0,18.1,89,19.3,10.9,91,Rainy
2023-07-10,Mumbai,2023,7,Jul,Monsoon,32.7,24.9,28.8,0.0,91,20.8,7.2,86,Foggy
2023-07-11,Mumbai,2023,7,Jul,Monsoon,32.6,26.0,29.3,0.0,80,19.0,14.5,65,Clear
2023-07-12,Mumbai,2023,7,Jul,Monsoon,30.2,23.7,26.9,0.0,95,15.1,8.9,39,Foggy
2023-07-13,Mumbai,2023,7,Jul,Monsoon,33.4,26.5,29.9,0.0,94,16.3,9.7,71,Foggy
2023-07-14,Mumbai,2023,7,Jul,Monsoon,31.7,26.6,29.1,0.0,99,8.0,4.8,36,Foggy
2023-07-15,Mumbai,2023,7,Jul,Monsoon,29.1,25.2,27.1,0.0,96,17.8,6.2,93,Foggy
2023-07-16,Mumbai,2023,7,Jul,Monsoon,31.5,25.7,28.6,3.6,92,22.2,7.2,94,Light Rain
2023-07-17,Mumbai,2023,7,Jul,Monsoon,30.7,23.4,27.0,0.0,87,21.5,11.7,98,Foggy
2023-07-18,Mumbai,2023,7,Jul,Monsoon,29.6,26.5,28.1,23.8,99,10.0,4.2,88,Rainy
2023-07-19,Mumbai,2023,7,Jul,Monsoon,30.4,25.3,27.9,0.0,91,7.5,7.3,97,Foggy
2023-07-20,Mumbai,2023,7,Jul,Monsoon,32.8,25.6,29.2,0.0,98,9.5,6.7,71,Foggy
2023-07-21,Mumbai,2023,7,Jul,Monsoon,31.1,25.0,28.1,7.6,99,9.8,6.8,80,Light Rain
2023-07-22,Mumbai,2023,7,Jul,Monsoon,31.3,24.6,28.0,128.0,91,21.1,4.9,92,Heavy Rain
2023-07-23,Mumbai,2023,7,Jul,Monsoon,31.4,24.6,28.0,0.0,91,27.3,9.6,67,Foggy
2023-07-24,Mumbai,2023,7,Jul,Monsoon,30.4,26.0,28.2,19.8,99,18.1,4.8,59,Rainy
2023-07-25,Mumbai,2023,7,Jul,Monsoon,30.9,28.7,29.8,0.0,98,18.4,7.2,88,Foggy
2023-07-26,Mumbai,2023,7,Jul,Monsoon,32.8,21.8,27.3,0.0,96,18.2,4.2,86,Foggy
2023-07-27,Mumbai,2023,7,Jul,Monsoon,34.7,26.0,30.4,15.3,86,20.6,14.6,53,Rainy
2023-07-28,Mumbai,2023,7,Jul,Monsoon,30.3,25.2,27.8,25.3,96,16.0,4.0,57,Rainy
2023-07-29,Mumbai,2023,7,Jul,Monsoon,32.4,25.1,28.8,0.0,89,16.2,7.5,20,Foggy
2023-07-30,Mumbai,2023,7,Jul,Monsoon,31.1,23.7,27.4,27.1,90,11.9,3.2,95,Rainy
2023-07-31,Mumbai,2023,7,Jul,Monsoon,32.0,26.2,29.1,0.0,94,11.6,6.7,44,Foggy
2023-08-01,Mumbai,2023,8,Aug,Monsoon,30.7,24.8,27.8,14.4,86,20.0,14.9,65,Rainy
2023-08-02,Mumbai,2023,8,Aug,Monsoon,31.8,25.4,28.6,12.7,92,23.0,7.5,20,Rainy
2023-08-03,Mumbai,2023,8,Aug,Monsoon,29.9,27.0,28.4,29.9,92,14.4,12.5,67,Rainy
2023-08-04,Mumbai,2023,8,Aug,Monsoon,30.5,23.3,26.9,0.0,99,16.7,9.3,85,Foggy
2023-08-05,Mumbai,2023,8,Aug,Monsoon,30.6,26.1,28.4,0.0,89,10.1,10.4,55,Foggy
2023-08-06,Mumbai,2023,8,Aug,Monsoon,32.1,25.8,29.0,0.0,96,5.5,6.0,50,Foggy
2023-08-07,Mumbai,2023,8,Aug,Monsoon,30.1,25.8,28.0,16.5,98,22.2,8.4,46,Rainy
2023-08-08,Mumbai,2023,8,Aug,Monsoon,32.5,26.8,29.6,0.0,99,13.6,9.6,101,Foggy
2023-08-09,Mumbai,2023,8,Aug,Monsoon,31.0,27.0,29.0,0.0,93,9.9,5.8,20,Foggy
2023-08-10,Mumbai,2023,8,Aug,Monsoon,31.3,25.1,28.2,0.0,93,28.9,7.5,51,Foggy
2023-08-11,Mumbai,2023,8,Aug,Monsoon,31.0,23.1,27.1,0.0,96,16.8,7.7,53,Foggy
2023-08-12,Mumbai,2023,8,Aug,Monsoon,31.5,23.7,27.6,0.7,87,18.0,25.0,115,Light Rain
2023-08-13,Mumbai,2023,8,Aug,Monsoon,31.4,25.5,28.4,0.0,88,11.6,16.8,44,Foggy
2023-08-14,Mumbai,2023,8,Aug,Monsoon,32.7,27.2,30.0,0.0,94,18.8,3.3,82,Foggy
2023-08-15,Mumbai,2023,8,Aug,Monsoon,29.6,24.8,27.2,19.3,88,23.1,14.3,66,Rainy
2023-08-16,Mumbai,2023,8,Aug,Monsoon,29.4,24.2,26.8,8.0,96,21.2,8.9,31,Light Rain
2023-08-17,Mumbai,2023,8,Aug,Monsoon,29.5,25.4,27.4,0.7,98,25.3,12.4,46,Light Rain
2023-08-18,Mumbai,2023,8,Aug,Monsoon,34.6,26.1,30.4,0.0,99,25.9,5.9,34,Foggy
2023-08-19,Mumbai,2023,8,Aug,Monsoon,28.6,22.9,25.8,172.9,87,14.7,11.0,39,Heavy Rain
2023-08-20,Mumbai,2023,8,Aug,Monsoon,31.0,27.4,29.2,18.5,97,16.4,7.5,93,Rainy
2023-08-21,Mumbai,2023,8,Aug,Monsoon,31.7,27.1,29.4,4.5,96,15.7,7.8,41,Light Rain
2023-08-22,Mumbai,2023,8,Aug,Monsoon,29.3,23.5,26.4,32.4,94,26.6,7.0,20,Rainy
2023-08-23,Mumbai,2023,8,Aug,Monsoon,28.7,24.0,26.4,1.6,83,21.2,8.6,93,Light Rain
2023-08-24,Mumbai,2023,8,Aug,Monsoon,30.4,25.2,27.8,0.0,93,20.0,7.6,47,Foggy
2023-08-25,Mumbai,2023,8,Aug,Monsoon,31.8,25.9,28.9,18.1,94,10.8,8.5,104,Rainy
2023-08-26,Mumbai,2023,8,Aug,Monsoon,30.8,26.0,28.4,0.0,95,15.0,9.8,48,Foggy
2023-08-27,Mumbai,2023,8,Aug,Monsoon,32.0,25.0,28.5,0.0,93,25.5,2.6,78,Foggy
2023-08-28,Mumbai,2023,8,Aug,Monsoon,32.4,24.6,28.5,1.7,99,16.3,7.6,31,Light Rain
2023-08-29,Mumbai,2023,8,Aug,Monsoon,33.7,25.9,29.8,0.0,89,10.0,8.2,61,Foggy
2023-08-30,Mumbai,2023,8,Aug,Monsoon,32.6,26.0,29.3,1.4,91,16.9,7.8,59,Light Rain
2023-08-31,Mumbai,2023,8,Aug,Monsoon,31.5,24.2,27.9,0.1,88,23.0,13.1,34,Light Rain
2023-09-01,Mumbai,2023,9,Sep,Monsoon,32.8,27.6,30.2,3.9,99,23.3,5.2,71,Light Rain
2023-09-02,Mumbai,2023,9,Sep,Monsoon,31.8,27.6,29.7,0.0,99,2.3,5.0,64,Foggy
2023-09-03,Mumbai,2023,9,Sep,Monsoon,32.7,27.6,30.2,0.0,92,4.6,9.1,20,Foggy
2023-09-04,Mumbai,2023,9,Sep,Monsoon,33.6,26.8,30.2,10.2,97,20.3,6.8,110,Rainy
2023-09-05,Mumbai,2023,9,Sep,Monsoon,33.3,27.7,30.5,0.0,93,14.8,7.6,20,Foggy
2023-09-06,Mumbai,2023,9,Sep,Monsoon,31.0,27.7,29.4,0.0,99,20.8,5.7,20,Foggy
2023-09-07,Mumbai,2023,9,Sep,Monsoon,34.5,26.6,30.6,19.4,92,19.0,7.8,22,Rainy
2023-09-08,Mumbai,2023,9,Sep,Monsoon,33.2,27.6,30.4,0.0,92,2.6,11.3,27,Foggy
2023-09-09,Mumbai,2023,9,Sep,Monsoon,33.4,27.7,30.5,0.0,90,20.0,5.5,124,Foggy
2023-09-10,Mumbai,2023,9,Sep,Monsoon,32.9,28.4,30.6,0.0,87,23.8,11.4,20,Foggy
2023-09-11,Mumbai,2023,9,Sep,Monsoon,31.7,26.3,29.0,0.0,93,41.0,12.5,50,Foggy
2023-09-12,Mumbai,2023,9,Sep,Monsoon,34.8,25.8,30.3,10.5,97,14.0,5.8,105,Rainy
2023-09-13,Mumbai,2023,9,Sep,Monsoon,31.1,27.5,29.3,0.0,92,15.3,8.4,65,Foggy
2023-09-14,Mumbai,2023,9,Sep,Monsoon,34.0,27.5,30.8,88.7,95,18.7,5.8,60,Heavy Rain
2023-09-15,Mumbai,2023,9,Sep,Monsoon,32.2,26.4,29.3,6.2,99,19.5,9.8,66,Light Rain
2023-09-16,Mumbai,2023,9,Sep,Monsoon,34.9,27.4,31.1,0.0,95,9.1,3.1,45,Foggy
2023-09-17,Mumbai,2023,9,Sep,Monsoon,31.2,24.8,28.0,0.0,94,3.8,9.8,103,Foggy
2023-09-18,Mumbai,2023,9,Sep,Monsoon,31.2,27.7,29.4,9.0,97,22.0,7.8,74,Light Rain
2023-09-19,Mumbai,2023,9,Sep,Monsoon,32.8,27.3,30.0,1.1,84,9.8,17.8,125,Light Rain
2023-09-20,Mumbai,2023,9,Sep,Monsoon,32.3,30.2,31.2,4.9,92,21.1,5.0,60,Light Rain
2023-09-21,Mumbai,2023,9,Sep,Monsoon,33.1,26.4,29.8,0.0,88,25.4,6.5,74,Foggy
2023-09-22,Mumbai,2023,9,Sep,Monsoon,34.5,27.1,30.8,29.1,84,18.8,17.8,43,Rainy
2023-09-23,Mumbai,2023,9,Sep,Monsoon,31.2,25.8,28.5,15.2,98,24.6,11.4,71,Rainy
2023-09-24,Mumbai,2023,9,Sep,Monsoon,33.3,28.7,31.0,0.0,96,36.0,9.9,64,Foggy
2023-09-25,Mumbai,2023,9,Sep,Monsoon,31.6,26.6,29.1,0.0,85,16.3,19.6,59,Clear
2023-09-26,Mumbai,2023,9,Sep,Monsoon,34.9,27.7,31.3,0.0,90,18.7,8.7,64,Foggy
2023-09-27,Mumbai,2023,9,Sep,Monsoon,33.5,26.4,29.9,37.1,82,15.2,12.4,64,Rainy
2023-09-28,Mumbai,2023,9,Sep,Monsoon,33.4,25.0,29.2,7.1,97,13.8,10.1,61,Light Rain
2023-09-29,Mumbai,2023,9,Sep,Monsoon,33.1,28.2,30.6,5.0,92,10.5,7.7,79,Light Rain
2023-09-30,Mumbai,2023,9,Sep,Monsoon,32.2,27.7,30.0,2.3,96,17.6,9.7,50,Light Rain
2023-10-01,Mumbai,2023,10,Oct,Post-Monsoon,31.7,24.2,27.9,0.0,83,20.3,24.9,131,Clear
2023-10-02,Mumbai,2023,10,Oct,Post-Monsoon,32.5,25.4,28.9,0.0,73,25.2,16.1,76,Clear
2023-10-03,Mumbai,2023,10,Oct,Post-Monsoon,33.9,24.3,29.1,0.0,73,16.1,19.1,76,Clear
2023-10-04,Mumbai,2023,10,Oct,Post-Monsoon,30.0,26.2,28.1,0.0,71,11.3,14.4,43,Clear
2023-10-05,Mumbai,2023,10,Oct,Post-Monsoon,32.7,25.7,29.2,0.0,86,16.0,14.4,96,Foggy
2023-10-06,Mumbai,2023,10,Oct,Post-Monsoon,31.2,27.1,29.1,0.0,80,0.0,20.9,87,Clear
2023-10-07,Mumbai,2023,10,Oct,Post-Monsoon,32.7,23.0,27.9,9.6,80,9.9,13.2,58,Light Rain
2023-10-08,Mumbai,2023,10,Oct,Post-Monsoon,33.0,24.7,28.9,0.0,77,29.5,25.0,33,Clear
2023-10-09,Mumbai,2023,10,Oct,Post-Monsoon,31.5,23.5,27.5,0.0,77,15.7,21.3,24,Clear
2023-10-10,Mumbai,2023,10,Oct,Post-Monsoon,29.4,27.1,28.2,0.0,74,19.6,16.5,36,Clear
2023-10-11,Mumbai,2023,10,Oct,Post-Monsoon,30.1,26.7,28.4,0.0,81,17.9,14.3,69,Clear
2023-10-12,Mumbai,2023,10,Oct,Post-Monsoon,31.9,26.8,29.4,14.8,85,17.0,14.9,107,Rainy
2023-10-13,Mumbai,2023,10,Oct,Post-Monsoon,30.3,26.3,28.3,0.0,77,10.0,15.0,80,Clear
2023-10-14,Mumbai,2023,10,Oct,Post-Monsoon,33.4,27.1,30.2,0.0,76,10.1,13.4,24,Clear
2023-10-15,Mumbai,2023,10,Oct,Post-Monsoon,31.0,24.9,27.9,1.9,70,19.9,18.6,38,Light Rain
2023-10-16,Mumbai,2023,10,Oct,Post-Monsoon,31.2,25.5,28.4,0.0,72,24.9,16.1,75,Clear
2023-10-17,Mumbai,2023,10,Oct,Post-Monsoon,32.3,28.2,30.2,0.0,72,10.9,23.4,79,Clear
2023-10-18,Mumbai,2023,10,Oct,Post-Monsoon,31.4,24.7,28.0,0.7,79,10.1,12.1,20,Light Rain
2023-10-19,Mumbai,2023,10,Oct,Post-Monsoon,33.4,23.8,28.6,0.0,80,17.7,21.4,36,Clear
2023-10-20,Mumbai,2023,10,Oct,Post-Monsoon,31.4,23.3,27.4,0.0,68,22.8,6.1,53,Clear
2023-10-21,Mumbai,2023,10,Oct,Post-Monsoon,32.8,26.2,29.5,1.3,75,17.2,18.7,38,Light Rain
2023-10-22,Mumbai,2023,10,Oct,Post-Monsoon,29.4,25.9,27.6,0.0,81,13.4,11.9,26,Clear
2023-10-23,Mumbai,2023,10,Oct,Post-Monsoon,32.4,27.6,30.0,0.0,82,17.3,18.6,35,Clear
2023-10-24,Mumbai,2023,10,Oct,Post-Monsoon,31.9,24.0,27.9,0.0,77,26.6,19.1,77,Clear
2023-10-25,Mumbai,2023,10,Oct,Post-Monsoon,31.9,24.4,28.1,0.0,78,24.3,13.8,53,Clear
2023-10-26,Mumbai,2023,10,Oct,Post-Monsoon,30.6,25.0,27.8,0.0,74,18.2,13.4,20,Clear
2023-10-27,Mumbai,2023,10,Oct,Post-Monsoon,35.2,24.1,29.7,0.0,77,18.5,12.3,57,Clear
2023-10-28,Mumbai,2023,10,Oct,Post-Monsoon,30.1,26.2,28.1,0.0,77,23.7,22.3,51,Clear
2023-10-29,Mumbai,2023,10,Oct,Post-Monsoon,32.5,27.2,29.9,0.0,77,23.5,12.7,95,Clear
2023-10-30,Mumbai,2023,10,Oct,Post-Monsoon,30.6,26.2,28.4,0.0,82,8.6,11.7,38,Clear
2023-10-31,Mumbai,2023,10,Oct,Post-Monsoon,32.9,23.9,28.4,0.0,79,23.8,15.8,98,Clear
2023-11-01,Mumbai,2023,11,Nov,Post-Monsoon,25.4,23.0,24.2,1.0,88,14.7,21.2,105,Light Rain
2023-11-02,Mumbai,2023,11,Nov,Post-Monsoon,29.7,23.4,26.5,0.0,82,21.1,21.9,131,Clear
2023-11-03,Mumbai,2023,11,Nov,Post-Monsoon,30.9,20.4,25.6,0.0,79,20.3,10.3,137,Clear
2023-11-04,Mumbai,2023,11,Nov,Post-Monsoon,26.1,21.5,23.8,0.0,68,30.5,13.8,185,Clear
2023-11-05,Mumbai,2023,11,Nov,Post-Monsoon,29.5,22.9,26.2,0.0,75,9.6,17.6,117,Clear
