date,ticker,sector,year,month,quarter,open,high,low,close,volume,ma_20,rsi,daily_return_pct,beta,div_yield
2020-10-26,INFY,IT,2020,10,Q4,179.13,180.11,178.49,179.23,7263377,178.77,55.1,-1.5685,0.85,2.1
2020-10-27,INFY,IT,2020,10,Q4,182.17,184.08,177.41,181.51,2665714,178.57,41.8,1.2729,0.85,2.1
2020-10-28,INFY,IT,2020,10,Q4,182.95,184.77,180.48,182.35,797565,178.52,41.2,0.4629,0.85,2.1
2020-10-29,INFY,IT,2020,10,Q4,182.57,184.54,178.26,182.82,7453940,178.5,33.8,0.259,0.85,2.1
2020-10-30,INFY,IT,2020,10,Q4,191.18,195.33,188.74,191.3,1361797,178.19,86.0,4.6387,0.85,2.1
2020-11-02,INFY,IT,2020,11,Q4,189.24,191.18,187.76,188.96,3712931,178.49,60.6,-1.2265,0.85,2.1
2020-11-03,INFY,IT,2020,11,Q4,195.49,199.28,194.86,196.36,25901878,178.83,85.5,3.9167,0.85,2.1
2020-11-04,INFY,IT,2020,11,Q4,200.82,203.47,198.95,200.12,5058034,179.44,67.6,1.9144,0.85,2.1
2020-11-05,INFY,IT,2020,11,Q4,200.45,202.59,197.89,201.09,1323665,180.46,39.2,0.4883,0.85,2.1
2020-11-06,INFY,IT,2020,11,Q4,204.37,207.88,200.49,203.63,2881871,181.56,65.5,1.2628,0.85,2.1
2020-11-09,INFY,IT,2020,11,Q4,204.27,207.36,202.58,203.91,1382651,182.99,64.8,0.1388,0.85,2.1
2020-11-10,INFY,IT,2020,11,Q4,210.58,211.86,205.11,210.0,4828730,184.55,52.0,2.9844,0.85,2.1
2020-11-11,INFY,IT,2020,11,Q4,209.53,214.4,208.58,209.61,9150546,186.32,34.2,-0.1839,0.85,2.1
2020-11-12,INFY,IT,2020,11,Q4,211.01,215.54,206.56,211.75,1520920,188.21,41.1,1.021,0.85,2.1
2020-11-13,INFY,IT,2020,11,Q4,219.93,222.47,217.54,219.62,3809080,190.38,76.4,3.7153,0.85,2.1
2020-11-16,INFY,IT,2020,11,Q4,217.77,223.06,217.08,218.5,3819713,192.7,52.0,-0.51,0.85,2.1
2020-11-17,INFY,IT,2020,11,Q4,217.95,220.87,215.31,218.32,529369,194.85,69.2,-0.0809,0.85,2.1
2020-11-18,INFY,IT,2020,11,Q4,221.26,223.2,215.5,220.16,7859826,196.98,56.4,0.8388,0.85,2.1
2020-11-19,INFY,IT,2020,11,Q4,220.35,223.8,215.28,219.39,2375002,199.24,39.7,-0.3481,0.85,2.1
2020-11-20,INFY,IT,2020,11,Q4,220.62,224.4,214.96,220.16,1584524,201.04,45.4,0.3506,0.85,2.1
2020-11-23,INFY,IT,2020,11,Q4,218.3,220.54,216.32,218.6,2972002,202.94,56.3,-0.7085,0.85,2.1
2020-11-24,INFY,IT,2020,11,Q4,221.22,224.12,219.36,222.09,2358840,204.91,77.5,1.5979,0.85,2.1
2020-11-25,INFY,IT,2020,11,Q4,226.23,229.75,224.68,226.05,4773129,206.94,65.7,1.7844,0.85,2.1
2020-11-26,INFY,IT,2020,11,Q4,230.25,235.06,229.68,230.94,4474110,209.12,57.2,2.1615,0.85,2.1
2020-11-27,INFY,IT,2020,11,Q4,222.63,223.57,218.53,221.67,3520667,211.53,44.2,-4.0134,0.85,2.1
2020-11-30,INFY,IT,2020,11,Q4,222.64,222.55,220.05,221.73,2035615,213.05,40.3,0.0268,0.85,2.1
2020-12-01,INFY,IT,2020,12,Q4,220.8,222.79,215.04,220.35,3984278,214.68,37.7,-0.625,0.85,2.1
2020-12-02,INFY,IT,2020,12,Q4,221.22,224.69,218.68,221.58,3260722,215.88,41.1,0.5605,0.85,2.1
2020-12-03,INFY,IT,2020,12,Q4,224.14,225.81,220.55,223.96,5078072,216.96,52.4,1.0733,0.85,2.1
2020-12-04,INFY,IT,2020,12,Q4,216.91,219.19,214.57,216.72,2964895,218.1,51.9,-3.2304,0.85,2.1
2020-12-07,INFY,IT,2020,12,Q4,223.95,228.56,218.9,223.38,914183,218.76,83.4,3.072,0.85,2.1
2020-12-08,INFY,IT,2020,12,Q4,217.57,218.89,212.4,216.94,10836604,219.73,37.3,-2.8839,0.85,2.1
2020-12-09,INFY,IT,2020,12,Q4,223.14,227.87,219.25,223.24,1084755,220.08,59.9,2.9029,0.85,2.1
2020-12-10,INFY,IT,2020,12,Q4,225.27,226.48,219.13,224.57,4768056,220.76,37.4,0.5963,0.85,2.1
2020-12-11,INFY,IT,2020,12,Q4,226.5,230.24,222.29,226.15,456991,221.4,71.4,0.7045,0.85,2.1
2020-12-14,INFY,IT,2020,12,Q4,221.73,225.89,220.04,222.03,2094816,221.72,57.8,-1.8234,0.85,2.1
2020-12-15,INFY,IT,2020,12,Q4,224.34,228.74,223.56,224.44,1917155,221.9,71.4,1.0851,0.85,2.1
2020-12-16,INFY,IT,2020,12,Q4,219.11,222.69,214.0,218.23,554533,222.21,29.2,-2.7648,0.85,2.1
2020-12-17,INFY,IT,2020,12,Q4,222.15,225.42,217.98,221.04,11607496,222.11,60.7,1.2888,0.85,2.1
2020-12-18,INFY,IT,2020,12,Q4,219.34,224.44,216.96,220.39,3192827,222.19,57.1,-0.296,0.85,2.1
2020-12-21,INFY,IT,2020,12,Q4,216.16,220.95,212.65,216.88,882746,222.2,45.2,-1.5921,0.85,2.1
2020-12-22,INFY,IT,2020,12,Q4,214.85,219.13,209.73,214.63,8655744,222.12,53.2,-1.0363,0.85,2.1
2020-12-23,INFY,IT,2020,12,Q4,212.41,213.85,211.02,212.32,24891757,221.75,53.8,-1.0786,0.85,2.1
2020-12-24,INFY,IT,2020,12,Q4,218.81,220.76,216.19,217.82,2213594,221.06,64.0,2.5921,0.85,2.1
2020-12-25,INFY,IT,2020,12,Q4,215.96,222.22,212.58,216.86,1076176,220.4,53.9,-0.4426,0.85,2.1
2020-12-28,INFY,IT,2020,12,Q4,222.33,228.24,221.93,223.2,1946184,220.16,71.8,2.9249,0.85,2.1
2020-12-29,INFY,IT,2020,12,Q4,220.54,222.61,218.44,221.03,1491267,220.24,46.5,-0.9703,0.85,2.1
2020-12-30,INFY,IT,2020,12,Q4,225.31,229.89,222.82,226.21,1865309,220.27,57.9,2.3405,0.85,2.1
2020-12-31,INFY,IT,2020,12,Q4,229.65,234.69,226.48,229.23,979525,220.5,74.0,1.3367,0.85,2.1
2021-01-01,INFY,IT,2021,1,Q1,227.38,230.89,223.52,226.97,4803017,220.77,36.4,-0.988,0.85,2.1
2021-01-04,INFY,IT,2021,1,Q1,229.97,232.48,224.03,229.74,2667127,221.28,56.5,1.2233,0.85,2.1
2021-01-05,INFY,IT,2021,1,Q1,230.18,232.83,227.32,230.55,4583338,221.6,41.2,0.3524,0.85,2.1
2021-01-06,INFY,IT,2021,1,Q1,225.57,227.18,220.92,226.47,746423,222.28,28.6,-1.7722,0.85,2.1
2021-01-07,INFY,IT,2021,1,Q1,221.16,221.63,219.67,220.54,2387302,222.44,55.4,-2.6185,0.85,2.1
2021-01-08,INFY,IT,2021,1,Q1,220.44,223.59,216.78,220.86,2992155,222.24,36.0,0.1465,0.85,2.1
2021-01-11,INFY,IT,2021,1,Q1,226.0,231.14,222.46,226.9,3264327,221.97,75.8,2.7348,0.85,2.1
2021-01-12,INFY,IT,2021,1,Q1,222.54,224.9,221.74,223.04,4303674,222.22,59.7,-1.7024,0.85,2.1
2021-01-13,INFY,IT,2021,1,Q1,220.33,220.33,215.7,219.58,6888898,222.15,31.6,-1.5516,0.85,2.1
2021-01-14,INFY,IT,2021,1,Q1,220.52,221.71,217.77,221.21,2613971,222.21,50.0,0.7432,0.85,2.1
2021-01-15,INFY,IT,2021,1,Q1,220.71,223.63,217.19,220.09,1660798,222.22,46.6,-0.5035,0.85,2.1
2021-01-18,INFY,IT,2021,1,Q1,221.91,221.71,217.94,220.82,4356046,222.21,54.6,0.3299,0.85,2.1
2021-01-19,INFY,IT,2021,1,Q1,214.86,219.33,211.25,214.69,2585177,222.4,47.7,-2.776,0.85,2.1
2021-01-20,INFY,IT,2021,1,Q1,214.28,219.26,210.74,214.8,3160892,222.41,50.7,0.05,0.85,2.1
2021-01-21,INFY,IT,2021,1,Q1,214.2,217.81,210.14,214.82,15429851,222.53,32.5,0.0086,0.85,2.1
2021-01-22,INFY,IT,2021,1,Q1,210.11,212.21,206.23,210.32,10603114,222.38,44.8,-2.091,0.85,2.1
2021-01-25,INFY,IT,2021,1,Q1,215.25,217.84,211.63,215.99,634513,222.05,56.7,2.6918,0.85,2.1
2021-01-26,INFY,IT,2021,1,Q1,223.74,224.04,222.53,223.11,4105636,221.69,61.2,3.2967,0.85,2.1
2021-01-27,INFY,IT,2021,1,Q1,222.63,222.64,218.19,221.82,5299454,221.8,33.3,-0.577,0.85,2.1
2021-01-28,INFY,IT,2021,1,Q1,228.63,235.07,226.05,229.4,2573605,221.58,57.8,3.4153,0.85,2.1
2021-01-29,INFY,IT,2021,1,Q1,228.12,230.32,224.78,228.1,2204172,221.59,30.0,-0.5651,0.85,2.1
2021-02-01,INFY,IT,2021,2,Q1,225.75,226.35,223.16,224.87,2440198,221.64,34.6,-1.4158,0.85,2.1
2021-02-02,INFY,IT,2021,2,Q1,217.99,222.22,213.55,217.56,6110228,221.4,21.6,-3.2512,0.85,2.1
2021-02-03,INFY,IT,2021,2,Q1,214.24,214.83,211.64,213.94,1451212,220.75,47.6,-1.6645,0.85,2.1
2021-02-04,INFY,IT,2021,2,Q1,214.01,215.62,210.51,214.13,1592655,220.12,68.7,0.0889,0.85,2.1
2021-02-05,INFY,IT,2021,2,Q1,214.5,215.08,212.84,214.15,6778098,219.8,41.1,0.0084,0.85,2.1
2021-02-08,INFY,IT,2021,2,Q1,209.23,212.63,206.18,208.75,1726126,219.47,32.7,-2.5215,0.85,2.1
2021-02-09,INFY,IT,2021,2,Q1,205.41,208.15,204.23,206.14,2202265,218.56,33.1,-1.2497,0.85,2.1
2021-02-10,INFY,IT,2021,2,Q1,209.98,213.99,206.03,209.29,11587192,217.71,52.8,1.5279,0.85,2.1
2021-02-11,INFY,IT,2021,2,Q1,215.34,217.35,212.78,214.81,872480,217.2,67.4,2.6376,0.85,2.1
2021-02-12,INFY,IT,2021,2,Q1,215.76,220.5,211.75,215.25,5003787,216.88,35.2,0.2069,0.85,2.1
2021-02-15,INFY,IT,2021,2,Q1,215.47,216.91,214.56,215.81,3278464,216.64,38.8,0.2608,0.85,2.1
2021-02-16,INFY,IT,2021,2,Q1,218.52,222.75,216.41,219.34,1364751,216.39,54.3,1.6354,0.85,2.1
2021-02-17,INFY,IT,2021,2,Q1,222.02,226.66,219.68,223.08,3906016,216.62,54.5,1.7056,0.85,2.1
2021-02-18,INFY,IT,2021,2,Q1,224.88,230.55,219.86,225.41,4547012,217.03,61.4,1.043,0.85,2.1
2021-02-19,INFY,IT,2021,2,Q1,225.01,226.44,223.62,224.93,1941383,217.56,36.6,-0.2113,0.85,2.1
2021-02-22,INFY,IT,2021,2,Q1,221.62,227.7,219.9,222.38,4631369,218.29,33.5,-1.136,0.85,2.1
2021-02-23,INFY,IT,2021,2,Q1,221.8,226.42,219.94,222.91,1834082,218.61,49.4,0.2371,0.85,2.1
2021-02-24,INFY,IT,2021,2,Q1,222.38,224.71,218.43,222.86,1266019,218.6,42.2,-0.0214,0.85,2.1
2021-02-25,INFY,IT,2021,2,Q1,219.37,223.45,215.75,218.33,1763437,218.66,58.2,-2.0337,0.85,2.1
2021-02-26,INFY,IT,2021,2,Q1,211.86,213.09,209.69,211.63,2013265,218.1,23.8,-3.0675,0.85,2.1
2021-03-01,INFY,IT,2021,3,Q1,207.58,208.55,207.12,208.11,2174204,217.28,25.2,-1.6631,0.85,2.1
2021-03-02,INFY,IT,2021,3,Q1,207.5,212.53,202.89,207.38,2923261,216.44,50.8,-0.3497,0.85,2.1
2021-03-03,INFY,IT,2021,3,Q1,204.16,206.41,201.46,204.58,5118668,215.93,24.9,-1.3524,0.85,2.1
2021-03-04,INFY,IT,2021,3,Q1,203.32,208.06,202.68,203.86,1362073,215.46,46.5,-0.3487,0.85,2.1
2021-03-05,INFY,IT,2021,3,Q1,206.42,207.96,203.05,206.84,8717557,214.95,51.8,1.4587,0.85,2.1
2021-03-08,INFY,IT,2021,3,Q1,207.55,210.52,205.75,207.86,1729185,214.58,55.9,0.4959,0.85,2.1
2021-03-09,INFY,IT,2021,3,Q1,211.38,215.52,207.12,211.61,2228597,214.54,74.6,1.8044,0.85,2.1
2021-03-10,INFY,IT,2021,3,Q1,206.74,211.59,201.92,206.59,499456,214.81,42.1,-2.3738,0.85,2.1
2021-03-11,INFY,IT,2021,3,Q1,203.64,207.34,201.06,203.01,4752973,214.68,36.7,-1.7333,0.85,2.1
2021-03-12,INFY,IT,2021,3,Q1,204.22,208.26,200.75,203.54,1772859,214.09,37.7,0.2606,0.85,2.1
2021-03-15,INFY,IT,2021,3,Q1,208.23,209.4,205.04,208.05,3501551,213.5,54.3,2.2151,0.85,2.1
2021-03-16,INFY,IT,2021,3,Q1,206.74,209.26,202.15,206.91,2427564,213.12,66.2,-0.5446,0.85,2.1
2021-03-17,INFY,IT,2021,3,Q1,203.15,203.4,199.8,202.49,6834624,212.49,49.7,-2.1378,0.85,2.1
2021-03-18,INFY,IT,2021,3,Q1,205.79,207.12,202.93,205.87,8437378,211.46,41.2,1.6708,0.85,2.1
2021-03-19,INFY,IT,2021,3,Q1,210.11,216.14,206.49,211.03,7244100,210.49,58.9,2.5046,0.85,2.1
2021-03-22,INFY,IT,2021,3,Q1,207.97,211.3,206.15,208.64,6303427,209.79,35.7,-1.1337,0.85,2.1
2021-03-23,INFY,IT,2021,3,Q1,208.75,209.37,205.09,208.42,1667905,209.1,53.1,-0.1066,0.85,2.1
2021-03-24,INFY,IT,2021,3,Q1,210.11,211.76,208.1,210.84,1811785,208.38,72.5,1.1621,0.85,2.1
2021-03-25,INFY,IT,2021,3,Q1,211.41,213.0,207.68,211.99,3213111,207.78,48.3,0.5459,0.85,2.1
2021-03-26,INFY,IT,2021,3,Q1,217.71,219.01,212.15,216.73,1565639,207.46,61.1,2.237,0.85,2.1
2021-03-29,INFY,IT,2021,3,Q1,213.72,217.14,212.11,214.17,5849844,207.72,32.3,-1.1838,0.85,2.1
2021-03-30,INFY,IT,2021,3,Q1,216.55,220.53,212.95,217.39,3418496,208.02,50.6,1.5035,0.85,2.1
2021-03-31,INFY,IT,2021,3,Q1,215.16,216.59,214.08,214.61,31893062,208.52,51.4,-1.2749,0.85,2.1
2021-04-01,INFY,IT,2021,4,Q2,216.01,218.85,212.44,216.01,2310933,209.02,40.0,0.6523,0.85,2.1
2021-04-02,INFY,IT,2021,4,Q2,216.26,218.83,213.96,215.49,4814735,209.63,50.8,-0.2421,0.85,2.1
2021-04-05,INFY,IT,2021,4,Q2,216.39,218.26,214.53,217.09,6641178,210.06,53.7,0.7424,0.85,2.1
2021-04-06,INFY,IT,2021,4,Q2,210.61,210.98,205.3,210.4,1648932,210.52,40.7,-3.0822,0.85,2.1
2021-04-07,INFY,IT,2021,4,Q2,212.56,217.68,211.23,212.46,13602184,210.46,39.6,0.9801,0.85,2.1
2021-04-08,INFY,IT,2021,4,Q2,207.98,212.14,205.99,208.21,1140219,210.76,52.1,-1.9996,0.85,2.1
2021-04-09,INFY,IT,2021,4,Q2,207.61,212.43,205.81,208.08,2334130,211.02,39.0,-0.0617,0.85,2.1
2021-04-12,INFY,IT,2021,4,Q2,208.59,212.11,205.34,207.79,18017928,211.24,47.9,-0.1435,0.85,2.1
2021-04-13,INFY,IT,2021,4,Q2,206.6,208.18,205.13,206.31,1434498,211.23,59.7,-0.7121,0.85,2.1
2021-04-14,INFY,IT,2021,4,Q2,210.21,211.5,205.36,210.24,5966143,211.2,71.8,1.9058,0.85,2.1
2021-04-15,INFY,IT,2021,4,Q2,211.96,212.75,206.8,211.63,6859591,211.59,71.8,0.664,0.85,2.1
2021-04-16,INFY,IT,2021,4,Q2,209.85,214.51,207.92,210.4,3389633,211.88,59.3,-0.5839,0.85,2.1
2021-04-19,INFY,IT,2021,4,Q2,208.41,213.61,204.79,208.88,2596172,211.84,58.3,-0.7209,0.85,2.1
2021-04-20,INFY,IT,2021,4,Q2,212.77,215.48,211.34,212.71,9498791,211.86,43.2,1.8312,0.85,2.1
2021-04-21,INFY,IT,2021,4,Q2,211.97,215.53,210.77,211.68,4932512,212.07,44.9,-0.4818,0.85,2.1
2021-04-22,INFY,IT,2021,4,Q2,207.11,208.27,202.81,207.35,4873363,212.11,35.1,-2.046,0.85,2.1
2021-04-23,INFY,IT,2021,4,Q2,210.25,210.37,207.33,209.56,9761117,211.88,52.4,1.0654,0.85,2.1
2021-04-26,INFY,IT,2021,4,Q2,208.06,210.31,205.82,207.36,3718644,211.52,46.8,-1.0503,0.85,2.1
2021-04-27,INFY,IT,2021,4,Q2,205.26,208.73,204.24,205.04,1926881,211.18,57.4,-1.1187,0.85,2.1
2021-04-28,INFY,IT,2021,4,Q2,206.44,210.6,206.25,207.22,3316831,210.56,47.7,1.0651,0.85,2.1
2021-04-29,INFY,IT,2021,4,Q2,211.65,216.99,207.53,211.85,1729256,210.2,49.9,2.2316,0.85,2.1
2021-04-30,INFY,IT,2021,4,Q2,212.97,214.32,211.92,212.41,62456035,209.99,32.8,0.2676,0.85,2.1
2021-05-03,INFY,IT,2021,5,Q2,214.05,214.36,210.39,213.08,1030712,209.83,57.3,0.3137,0.85,2.1
2021-05-04,INFY,IT,2021,5,Q2,207.68,208.49,204.54,207.34,2618153,209.63,23.2,-2.6931,0.85,2.1
2021-05-05,INFY,IT,2021,5,Q2,211.53,213.38,207.24,211.92,5900038,209.48,44.0,2.2098,0.85,2.1
2021-05-06,INFY,IT,2021,5,Q2,205.05,209.93,204.26,204.84,2129859,209.45,14.2,-3.342,0.85,2.1
2021-05-07,INFY,IT,2021,5,Q2,207.97,207.96,203.08,207.28,1153779,209.28,69.3,1.1893,0.85,2.1
2021-05-10,INFY,IT,2021,5,Q2,208.5,211.95,206.63,207.92,5811868,209.24,45.8,0.3103,0.85,2.1
2021-05-11,INFY,IT,2021,5,Q2,205.53,206.18,203.39,205.19,827156,209.25,55.7,-1.3126,0.85,2.1
2021-05-12,INFY,IT,2021,5,Q2,203.42,206.15,201.74,203.47,1076017,209.2,56.1,-0.8372,0.85,2.1
2021-05-13,INFY,IT,2021,5,Q2,200.04,199.94,195.15,199.48,2010926,208.86,31.8,-1.9633,0.85,2.1
2021-05-14,INFY,IT,2021,5,Q2,196.3,200.09,191.93,195.97,659525,208.25,41.4,-1.7616,0.85,2.1
2021-05-17,INFY,IT,2021,5,Q2,199.13,203.38,194.8,198.89,3913252,207.53,53.2,1.4936,0.85,2.1
2021-05-18,INFY,IT,2021,5,Q2,196.08,197.66,194.35,196.74,1113159,207.03,49.7,-1.0818,0.85,2.1
2021-05-19,INFY,IT,2021,5,Q2,194.98,198.1,192.77,195.48,10128095,206.23,35.5,-0.6388,0.85,2.1
2021-05-20,INFY,IT,2021,5,Q2,195.68,198.83,191.51,194.89,2068865,205.42,41.8,-0.3042,0.85,2.1
2021-05-21,INFY,IT,2021,5,Q2,192.6,193.08,191.72,192.49,2601662,204.8,28.2,-1.2326,0.85,2.1
2021-05-24,INFY,IT,2021,5,Q2,190.56,195.09,188.95,191.03,4720708,203.94,58.2,-0.759,0.85,2.1
2021-05-25,INFY,IT,2021,5,Q2,190.59,194.19,188.06,190.11,499860,203.13,36.5,-0.4805,0.85,2.1
2021-05-26,INFY,IT,2021,5,Q2,190.36,194.53,188.1,190.25,2732971,202.38,58.2,0.076,0.85,2.1
2021-05-27,INFY,IT,2021,5,Q2,192.52,195.58,190.28,192.23,2192081,201.53,74.3,1.0395,0.85,2.1
2021-05-28,INFY,IT,2021,5,Q2,190.28,193.59,188.24,191.15,8664625,200.55,57.0,-0.5619,0.85,2.1
2021-05-31,INFY,IT,2021,5,Q2,190.22,191.55,187.17,189.45,4334444,199.49,55.4,-0.8904,0.85,2.1
2021-06-01,INFY,IT,2021,6,Q2,190.07,193.67,187.11,190.49,582713,198.31,69.3,0.5497,0.85,2.1
2021-06-02,INFY,IT,2021,6,Q2,187.42,190.79,184.78,187.92,5973526,197.46,60.2,-1.3495,0.85,2.1
2021-06-03,INFY,IT,2021,6,Q2,192.69,194.83,192.03,193.46,1387426,196.26,64.9,2.9471,0.85,2.1
2021-06-04,INFY,IT,2021,6,Q2,192.57,192.86,188.76,192.28,3513780,195.69,28.4,-0.6085,0.85,2.1
2021-06-07,INFY,IT,2021,6,Q2,195.98,199.69,192.4,196.41,4940980,194.94,59.6,2.1456,0.85,2.1
2021-06-08,INFY,IT,2021,6,Q2,200.18,201.55,195.44,199.35,6411967,194.37,50.9,1.4998,0.85,2.1
2021-06-09,INFY,IT,2021,6,Q2,204.76,207.37,201.32,205.08,6976437,194.08,62.0,2.8722,0.85,2.1
2021-06-10,INFY,IT,2021,6,Q2,209.06,211.45,205.41,209.28,2736312,194.16,53.1,2.0488,0.85,2.1
2021-06-11,INFY,IT,2021,6,Q2,208.18,212.2,204.77,208.08,10055290,194.65,32.3,-0.573,0.85,2.1
2021-06-14,INFY,IT,2021,6,Q2,213.93,216.83,210.6,213.45,2138357,195.25,63.9,2.5821,0.85,2.1
2021-06-15,INFY,IT,2021,6,Q2,219.29,223.57,218.45,219.51,4644765,195.98,44.7,2.8393,0.85,2.1
2021-06-16,INFY,IT,2021,6,Q2,222.26,223.19,220.33,221.35,2631791,197.12,64.2,0.8355,0.85,2.1
2021-06-17,INFY,IT,2021,6,Q2,217.12,219.32,214.78,216.82,823020,198.41,45.6,-2.047,0.85,2.1
2021-06-18,INFY,IT,2021,6,Q2,217.49,222.06,212.7,218.14,560017,199.51,45.2,0.6108,0.85,2.1
2021-06-21,INFY,IT,2021,6,Q2,221.88,225.58,221.22,221.84,4966940,200.79,57.7,1.6984,0.85,2.1
2021-06-22,INFY,IT,2021,6,Q2,224.4,225.26,220.88,224.64,2468638,202.33,54.8,1.2621,0.85,2.1
2021-06-23,INFY,IT,2021,6,Q2,227.83,230.24,222.96,228.35,1495765,204.06,62.5,1.6483,0.85,2.1
2021-06-24,INFY,IT,2021,6,Q2,236.02,240.72,234.09,235.91,3257577,205.96,60.7,3.3119,0.85,2.1
2021-06-25,INFY,IT,2021,6,Q2,242.68,242.42,236.44,241.63,14321283,208.15,42.5,2.4265,0.85,2.1
2021-06-28,INFY,IT,2021,6,Q2,237.42,240.42,233.62,236.9,5590407,210.67,26.7,-1.9583,0.85,2.1
2021-06-29,INFY,IT,2021,6,Q2,226.55,229.41,225.47,227.44,2064809,213.04,32.9,-3.9937,0.85,2.1
2021-06-30,INFY,IT,2021,6,Q2,236.54,238.54,231.02,236.4,3893941,214.89,77.6,3.938,0.85,2.1
2021-07-01,INFY,IT,2021,7,Q3,239.54,244.27,236.85,239.62,1751544,217.32,40.3,1.3637,0.85,2.1
2021-07-02,INFY,IT,2021,7,Q3,238.69,242.5,236.05,238.17,2699965,219.62,49.4,-0.6059,0.85,2.1
2021-07-05,INFY,IT,2021,7,Q3,240.94,246.55,236.36,240.65,5507388,221.92,67.9,1.0417,0.85,2.1
2021-07-06,INFY,IT,2021,7,Q3,244.35,246.44,239.76,245.5,12542784,224.13,76.3,2.0169,0.85,2.1
2021-07-07,INFY,IT,2021,7,Q3,251.21,252.19,246.22,251.29,2575493,226.44,51.2,2.3574,0.85,2.1
2021-07-08,INFY,IT,2021,7,Q3,251.39,257.23,245.49,251.17,4390328,228.75,56.4,-0.0483,0.85,2.1
2021-07-09,INFY,IT,2021,7,Q3,247.98,253.75,243.12,248.6,2705778,230.84,32.4,-1.0229,0.85,2.1
2021-07-12,INFY,IT,2021,7,Q3,246.41,250.73,242.97,246.34,1252207,232.87,26.6,-0.9084,0.85,2.1
2021-07-13,INFY,IT,2021,7,Q3,253.0,257.05,245.93,251.8,17355816,234.51,48.7,2.217,0.85,2.1
2021-07-14,INFY,IT,2021,7,Q3,249.06,252.42,243.84,248.87,4535038,236.13,37.1,-1.1668,0.85,2.1
2021-07-15,INFY,IT,2021,7,Q3,246.16,251.48,244.8,246.8,5465724,237.5,53.4,-0.8324,0.85,2.1
2021-07-16,INFY,IT,2021,7,Q3,245.05,248.33,243.39,245.43,2878786,239.0,53.4,-0.555,0.85,2.1
2021-07-19,INFY,IT,2021,7,Q3,240.1,243.84,237.02,240.0,2392125,240.37,40.2,-2.2096,0.85,2.1
2021-07-20,INFY,IT,2021,7,Q3,235.94,239.29,231.71,235.29,2013016,241.28,29.3,-1.9656,0.85,2.1
2021-07-21,INFY,IT,2021,7,Q3,231.63,232.01,226.5,231.34,7406588,241.81,56.6,-1.6783,0.85,2.1
2021-07-22,INFY,IT,2021,7,Q3,228.02,228.75,224.61,227.34,2797886,241.96,27.4,-1.728,0.85,2.1
2021-07-23,INFY,IT,2021,7,Q3,232.05,233.72,228.49,232.2,570697,241.53,78.2,2.1366,0.85,2.1
2021-07-26,INFY,IT,2021,7,Q3,231.8,236.6,229.91,231.65,3163354,241.06,28.9,-0.2349,0.85,2.1
2021-07-27,INFY,IT,2021,7,Q3,239.54,241.71,233.94,239.27,12322148,240.8,84.9,3.2901,0.85,2.1
2021-07-28,INFY,IT,2021,7,Q3,237.63,241.37,236.64,237.93,1612029,241.39,38.5,-0.5615,0.85,2.1
2021-07-29,INFY,IT,2021,7,Q3,237.46,237.86,232.4,236.52,8493280,241.46,64.5,-0.5924,0.85,2.1
2021-07-30,INFY,IT,2021,7,Q3,235.99,241.7,231.13,236.16,1099220,241.31,48.8,-0.151,0.85,2.1
2021-08-02,INFY,IT,2021,8,Q3,237.07,241.37,235.18,236.4,7641278,241.21,50.9,0.0993,0.85,2.1
2021-08-03,INFY,IT,2021,8,Q3,237.46,241.82,233.6,237.21,2761959,240.99,56.7,0.3429,0.85,2.1
2021-08-04,INFY,IT,2021,8,Q3,234.39,236.39,230.82,235.11,2078900,240.58,53.6,-0.8824,0.85,2.1
2021-08-05,INFY,IT,2021,8,Q3,234.69,234.46,229.3,233.89,2912049,239.77,64.9,-0.5209,0.85,2.1
2021-08-06,INFY,IT,2021,8,Q3,235.45,237.63,231.24,235.98,3689782,238.91,60.9,0.8931,0.85,2.1
2021-08-09,INFY,IT,2021,8,Q3,237.39,238.22,232.81,236.62,6623090,238.28,57.8,0.27,0.85,2.1
2021-08-10,INFY,IT,2021,8,Q3,238.71,240.97,235.88,237.9,3379122,237.79,58.4,0.5425,0.85,2.1
2021-08-11,INFY,IT,2021,8,Q3,241.77,243.61,237.16,240.86,2400627,237.1,56.1,1.2444,0.85,2.1
2021-08-12,INFY,IT,2021,8,Q3,240.52,246.65,235.48,241.02,5503802,236.7,66.4,0.0684,0.85,2.1
2021-08-13,INFY,IT,2021,8,Q3,241.38,244.64,236.42,240.89,1817864,236.41,61.2,-0.0556,0.85,2.1
2021-08-16,INFY,IT,2021,8,Q3,239.67,244.26,236.07,240.1,22152527,236.18,60.4,-0.3293,0.85,2.1
2021-08-17,INFY,IT,2021,8,Q3,233.81,237.1,229.32,234.48,3762904,236.18,25.9,-2.3382,0.85,2.1
2021-08-18,INFY,IT,2021,8,Q3,230.99,237.26,229.06,232.01,3070490,236.14,51.5,-1.0556,0.85,2.1
2021-08-19,INFY,IT,2021,8,Q3,228.72,229.62,226.02,228.4,1619808,236.18,54.3,-1.5541,0.85,2.1
2021-08-20,INFY,IT,2021,8,Q3,219.84,221.39,219.12,220.21,1891395,236.23,40.3,-3.5887,0.85,2.1
2021-08-23,INFY,IT,2021,8,Q3,217.46,221.49,212.55,217.06,1632786,235.63,44.5,-1.4276,0.85,2.1
