employee_id,age,gender,marital_status,education,education_field,department,job_role,business_travel,overtime,years_at_company,years_in_role,years_with_manager,num_companies_worked,monthly_income,percent_salary_hike,stock_option_level,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,job_involvement,training_times_last_year,distance_from_home,attrition
EMP-0372,27,Male,Single,Bachelor,Marketing,Operations,Operations Analyst,Travel_Frequently,Yes,9,2,4,7,3703,14,0,3,1,3,4,4,4,3,6,Yes
EMP-0373,36,Male,Married,Bachelor,Medical,Operations,Operations Manager,Non-Travel,Yes,4,4,1,3,4602,14,1,4,3,2,2,3,1,6,1,No
EMP-0374,52,Male,Divorced,Bachelor,Marketing,Finance,Auditor,Travel_Rarely,Yes,1,1,0,4,3993,18,0,3,3,3,1,3,2,5,4,No
EMP-0375,28,Female,Single,Master,Life Sciences,Marketing,Content Specialist,Travel_Rarely,No,5,0,1,1,5112,24,2,3,3,4,3,3,3,3,3,No
EMP-0376,40,Male,Divorced,Bachelor,Life Sciences,Engineering,Data Analyst,Travel_Rarely,No,18,10,3,1,8200,18,0,3,3,3,4,2,4,5,4,No
EMP-0377,38,Female,Married,Bachelor,Other,Marketing,Marketing Manager,Travel_Rarely,Yes,13,4,0,2,6796,18,0,2,2,3,2,3,2,4,2,No
EMP-0378,29,Male,Single,Master,Medical,Finance,Auditor,Non-Travel,No,2,0,2,3,5087,25,1,3,2,3,3,4,3,3,3,No
EMP-0379,36,Male,Divorced,Bachelor,Life Sciences,Engineering,Software Engineer,Non-Travel,No,17,0,1,1,8177,23,1,3,3,3,4,4,2,1,5,No
EMP-0380,28,Female,Married,Bachelor,Life Sciences,Customer Support,Customer Success Manager,Travel_Frequently,No,4,4,0,5,3856,15,0,3,3,4,3,2,1,3,1,Yes
EMP-0381,38,Male,Divorced,Bachelor,Medical,Customer Support,Support Lead,Travel_Frequently,Yes,6,6,2,1,3508,18,0,4,2,4,3,3,3,1,7,No
EMP-0382,22,Male,Married,High School,Marketing,Engineering,Senior Engineer,Travel_Rarely,No,4,4,0,1,4391,17,0,3,3,3,4,4,3,3,2,No
EMP-0383,39,Female,Married,Master,Technical Degree,Engineering,Senior Engineer,Travel_Rarely,Yes,2,0,1,3,6406,14,0,3,1,4,3,4,3,2,2,No
EMP-0384,28,Male,Single,Bachelor,Technical Degree,Finance,Finance Analyst,Travel_Rarely,No,7,2,7,1,4396,13,0,3,2,1,3,2,3,2,15,Yes
EMP-0385,50,Male,Married,Master,Other,Operations,Operations Manager,Travel_Frequently,No,1,1,0,5,4722,17,0,4,4,2,1,4,3,3,16,Yes
EMP-0386,38,Male,Divorced,Master,Other,Sales,Sales Representative,Travel_Rarely,No,20,6,5,1,6883,12,0,3,4,3,3,3,3,2,1,No
EMP-0387,45,Female,Single,Bachelor,Other,Sales,Sales Executive,Non-Travel,No,6,6,1,1,3432,24,1,4,3,1,4,2,3,1,2,No
EMP-0388,46,Female,Single,Master,Medical,HR,HR Executive,Travel_Frequently,No,2,2,2,1,3810,21,3,3,1,4,3,3,3,3,1,Yes
EMP-0389,27,Male,Married,High School,Life Sciences,Engineering,Data Analyst,Travel_Rarely,Yes,9,1,2,2,5463,11,0,4,3,3,3,4,3,3,12,No
EMP-0390,39,Male,Married,Master,Other,Engineering,Senior Engineer,Travel_Rarely,No,6,6,6,1,6287,22,2,3,2,2,3,4,4,3,2,No
EMP-0391,28,Male,Married,Master,Life Sciences,Operations,Logistics Coordinator,Non-Travel,Yes,3,3,3,3,3808,11,2,3,1,3,4,3,3,1,1,No
EMP-0392,52,Male,Single,High School,Technical Degree,Sales,Sales Representative,Non-Travel,No,2,1,2,2,2461,23,2,3,4,4,4,3,3,4,6,No
EMP-0393,44,Female,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Rarely,No,3,0,0,4,3406,12,0,4,3,4,2,3,3,2,15,No
EMP-0394,22,Male,Divorced,Bachelor,Other,Marketing,Content Specialist,Non-Travel,No,4,3,4,2,3954,18,0,4,2,2,4,3,1,4,14,Yes
EMP-0395,38,Male,Married,Master,Medical,Engineering,Data Analyst,Travel_Rarely,No,4,0,4,1,6648,25,0,3,3,4,4,4,3,3,12,No
EMP-0396,28,Female,Married,High School,Marketing,Marketing,Content Specialist,Travel_Rarely,No,0,0,0,1,2756,22,2,3,1,4,2,3,4,6,3,No
EMP-0397,36,Female,Single,Bachelor,Marketing,Engineering,Tech Lead,Non-Travel,No,2,0,0,2,6462,21,2,4,3,3,2,3,3,3,2,No
EMP-0398,41,Female,Married,High School,Human Resources,Engineering,Senior Engineer,Travel_Rarely,No,6,1,6,3,5033,13,0,2,4,2,1,3,3,4,3,No
EMP-0399,23,Female,Divorced,Bachelor,Technical Degree,Finance,Finance Manager,Non-Travel,Yes,5,0,1,4,6440,22,1,3,3,3,1,3,2,2,1,No
EMP-0400,22,Male,Married,Master,Other,Operations,Logistics Coordinator,Travel_Frequently,Yes,4,3,3,1,4184,12,1,3,3,4,3,2,3,4,4,Yes
EMP-0401,41,Male,Single,Master,Technical Degree,Operations,Operations Manager,Non-Travel,No,23,2,5,1,8899,14,1,3,3,3,3,3,3,2,1,No
EMP-0402,28,Female,Single,Bachelor,Medical,Engineering,Data Analyst,Non-Travel,No,6,6,4,1,5417,25,0,2,3,4,2,2,3,4,7,No
EMP-0403,47,Male,Single,Bachelor,Marketing,Finance,Auditor,Non-Travel,No,11,2,1,1,5313,24,2,4,3,3,4,2,3,1,4,No
EMP-0404,33,Male,Divorced,Bachelor,Life Sciences,Operations,Operations Manager,Travel_Rarely,No,7,3,0,1,4494,18,1,3,4,4,3,3,3,4,15,No
EMP-0405,36,Male,Married,Master,Human Resources,Engineering,Tech Lead,Non-Travel,No,1,1,1,3,7179,19,2,3,4,4,4,3,4,4,19,No
EMP-0406,32,Female,Married,High School,Human Resources,Finance,Finance Analyst,Travel_Rarely,No,14,7,4,4,4966,15,0,3,4,3,1,3,3,5,11,No
EMP-0407,34,Male,Married,Master,Human Resources,Operations,Logistics Coordinator,Travel_Rarely,No,12,2,7,3,5734,25,1,4,3,2,1,3,3,1,5,No
EMP-0408,39,Male,Single,PhD,Other,Sales,Sales Executive,Travel_Rarely,No,5,1,3,1,4649,23,0,1,1,3,3,3,3,2,1,No
EMP-0409,50,Male,Married,Bachelor,Human Resources,Marketing,Content Specialist,Non-Travel,Yes,2,2,2,3,3794,25,1,3,3,3,3,2,4,2,1,No
EMP-0410,30,Male,Married,Bachelor,Life Sciences,Finance,Finance Manager,Travel_Rarely,No,6,3,4,2,6275,11,2,3,3,2,2,4,4,3,2,No
EMP-0411,41,Male,Single,PhD,Technical Degree,Finance,Finance Manager,Non-Travel,No,3,0,0,3,7851,12,0,4,4,2,4,2,2,3,1,No
EMP-0412,22,Male,Single,Bachelor,Technical Degree,Operations,Logistics Coordinator,Travel_Rarely,No,0,0,0,1,2623,15,0,4,4,3,4,3,3,3,16,No
EMP-0413,41,Female,Single,High School,Technical Degree,Engineering,Senior Engineer,Non-Travel,Yes,18,1,0,1,6676,19,2,3,3,3,3,2,4,3,4,No
EMP-0414,33,Male,Married,Master,Human Resources,Engineering,Software Engineer,Non-Travel,No,0,0,0,2,5724,15,3,3,1,3,4,3,3,0,4,No
EMP-0415,37,Female,Single,Master,Medical,Sales,Sales Representative,Travel_Rarely,No,2,2,1,3,3724,24,1,3,4,3,2,2,4,2,16,No
EMP-0416,40,Male,Single,Bachelor,Life Sciences,Finance,Finance Manager,Travel_Frequently,No,11,0,1,2,7042,20,1,4,3,2,4,1,4,3,3,No
EMP-0417,43,Female,Divorced,PhD,Life Sciences,Sales,Sales Manager,Travel_Rarely,No,0,0,0,2,4920,11,3,3,2,3,3,3,1,4,7,No
EMP-0418,30,Male,Married,High School,Human Resources,Engineering,Data Analyst,Travel_Frequently,Yes,11,4,0,1,5354,11,0,3,4,4,2,3,2,3,4,Yes
EMP-0419,33,Female,Single,Bachelor,Technical Degree,Operations,Operations Manager,Travel_Rarely,Yes,0,0,0,2,4061,19,0,3,4,4,4,3,3,3,20,Yes
EMP-0420,38,Female,Single,Master,Medical,Sales,Sales Manager,Travel_Frequently,Yes,2,0,2,4,4812,20,0,3,3,2,1,1,4,3,1,Yes
EMP-0421,29,Male,Divorced,Bachelor,Technical Degree,Operations,Logistics Coordinator,Travel_Rarely,No,7,0,0,5,3769,12,2,4,4,3,3,2,2,3,18,No
EMP-0422,48,Male,Married,Bachelor,Human Resources,Finance,Accountant,Non-Travel,No,2,1,2,2,4156,22,0,2,3,3,4,3,3,4,17,No
EMP-0423,45,Female,Married,Bachelor,Other,Engineering,Tech Lead,Non-Travel,No,5,4,0,1,7567,16,1,4,4,3,2,2,4,4,29,No
EMP-0424,41,Female,Divorced,Master,Human Resources,Customer Support,Customer Success Manager,Travel_Rarely,No,2,0,2,2,3896,14,1,3,3,4,1,2,1,2,29,No
EMP-0425,45,Female,Single,Bachelor,Technical Degree,Marketing,Marketing Manager,Travel_Frequently,No,2,2,2,4,4734,11,0,2,1,2,3,2,3,4,2,Yes
EMP-0426,41,Female,Single,Bachelor,Human Resources,Sales,Sales Manager,Non-Travel,Yes,8,0,3,2,4450,14,1,3,1,4,2,3,4,2,8,Yes
EMP-0427,29,Female,Divorced,PhD,Human Resources,Engineering,Senior Engineer,Travel_Frequently,Yes,4,4,1,1,6935,25,0,3,4,4,2,3,3,3,2,Yes
EMP-0428,48,Female,Married,Bachelor,Medical,Finance,Finance Manager,Non-Travel,No,0,0,0,2,5101,20,0,4,4,4,4,2,2,3,29,No
EMP-0429,51,Female,Married,Bachelor,Human Resources,Marketing,Content Specialist,Travel_Rarely,No,4,0,0,3,3447,11,0,3,3,3,3,3,4,3,11,No
EMP-0430,54,Male,Married,Bachelor,Technical Degree,Operations,Operations Manager,Travel_Frequently,No,2,2,2,6,3885,20,0,3,2,1,3,3,3,3,2,Yes
EMP-0431,47,Male,Married,Bachelor,Medical,Engineering,Data Analyst,Non-Travel,Yes,6,0,5,3,5172,12,0,4,2,3,3,1,3,2,1,Yes
EMP-0432,49,Male,Married,Master,Other,Engineering,Tech Lead,Non-Travel,No,12,7,4,1,11318,16,3,3,4,3,3,2,3,2,13,No
EMP-0433,28,Male,Divorced,Master,Medical,Operations,Logistics Coordinator,Non-Travel,No,2,0,2,4,3953,12,2,3,2,3,3,3,4,2,4,No
EMP-0434,49,Male,Single,Bachelor,Human Resources,Customer Support,Support Lead,Non-Travel,No,6,1,1,1,3556,22,2,3,3,3,3,3,3,3,1,No
EMP-0435,36,Male,Single,High School,Medical,Engineering,Software Engineer,Travel_Frequently,No,5,5,5,3,4500,19,0,3,3,3,4,4,3,2,10,No
EMP-0436,39,Female,Single,Bachelor,Medical,Finance,Auditor,Travel_Rarely,Yes,8,1,0,1,5094,20,0,3,3,2,1,4,3,2,10,Yes
EMP-0437,46,Male,Single,PhD,Technical Degree,HR,HR Manager,Non-Travel,No,14,2,5,2,7316,21,1,3,1,4,4,2,3,3,5,No
EMP-0438,44,Male,Single,Master,Technical Degree,Customer Support,Customer Success Manager,Non-Travel,Yes,6,5,0,2,4815,19,1,2,3,4,3,4,4,3,7,No
EMP-0439,29,Male,Married,Master,Marketing,Operations,Operations Manager,Travel_Frequently,No,0,0,0,2,5014,12,1,3,2,3,3,3,3,3,1,Yes
EMP-0440,37,Male,Married,Master,Marketing,Operations,Operations Analyst,Non-Travel,No,4,3,1,4,4398,18,2,4,4,3,4,2,3,4,4,No
EMP-0441,32,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,No,1,1,1,2,2804,21,1,3,3,2,1,2,3,1,1,Yes
EMP-0442,56,Male,Married,PhD,Medical,Sales,Sales Representative,Non-Travel,Yes,10,3,1,4,6178,11,0,4,3,2,2,3,2,3,2,No
EMP-0443,38,Male,Married,Master,Medical,Sales,Sales Representative,Non-Travel,No,20,1,0,2,6499,11,0,3,3,3,2,3,3,3,29,No
EMP-0444,28,Male,Divorced,High School,Life Sciences,Engineering,Senior Engineer,Travel_Rarely,Yes,4,1,2,2,4336,17,0,3,2,4,4,4,2,2,9,No
EMP-0445,54,Female,Divorced,PhD,Technical Degree,Finance,Finance Manager,Non-Travel,Yes,0,0,0,3,7308,23,1,3,2,3,3,3,3,1,7,Yes
EMP-0446,29,Male,Divorced,Master,Technical Degree,Sales,Sales Executive,Non-Travel,No,3,1,0,1,4103,21,3,4,4,2,4,3,4,3,2,No
EMP-0447,37,Female,Married,Master,Life Sciences,Engineering,Tech Lead,Travel_Rarely,No,6,6,3,3,9186,24,0,3,3,2,3,4,3,3,21,No
EMP-0448,30,Male,Single,Bachelor,Technical Degree,Marketing,Content Specialist,Non-Travel,Yes,3,1,0,1,3652,20,2,2,4,3,4,3,3,2,1,No
EMP-0449,47,Female,Married,Master,Medical,Customer Support,Customer Success Manager,Travel_Rarely,Yes,0,0,0,4,4192,16,0,3,4,3,2,3,3,3,29,Yes
EMP-0450,39,Male,Divorced,Bachelor,Other,Sales,Sales Manager,Travel_Frequently,Yes,1,1,0,4,3771,13,0,3,3,4,2,3,3,3,14,Yes
EMP-0451,31,Male,Single,Bachelor,Other,Finance,Accountant,Travel_Frequently,No,0,0,0,1,3875,13,3,4,3,3,3,3,3,3,20,No
EMP-0452,44,Female,Married,Master,Marketing,Marketing,Marketing Manager,Non-Travel,No,3,0,2,1,6197,18,0,3,3,3,3,3,2,1,15,No
EMP-0453,22,Female,Divorced,Bachelor,Technical Degree,Sales,Sales Representative,Travel_Frequently,No,4,2,4,5,3316,16,1,3,3,3,3,3,1,5,2,No
EMP-0454,46,Female,Married,Master,Marketing,Engineering,Tech Lead,Travel_Rarely,No,6,2,0,1,9256,20,1,3,3,4,4,2,1,4,12,No
EMP-0455,23,Female,Single,PhD,Medical,Finance,Accountant,Travel_Rarely,No,5,0,2,1,6218,24,1,4,1,4,3,4,3,3,4,No
EMP-0456,38,Male,Married,Bachelor,Human Resources,Engineering,Data Analyst,Travel_Rarely,No,0,0,0,3,4505,13,1,3,4,4,1,3,3,2,1,No
EMP-0457,38,Male,Single,Bachelor,Technical Degree,Engineering,Tech Lead,Non-Travel,No,5,5,3,1,6455,13,3,3,3,4,2,3,3,2,1,No
EMP-0458,30,Male,Single,Master,Medical,Operations,Operations Analyst,Travel_Frequently,No,1,1,1,1,4106,16,1,3,3,4,2,2,3,2,16,Yes
EMP-0459,32,Male,Married,Bachelor,Life Sciences,Marketing,Marketing Analyst,Travel_Rarely,Yes,1,0,0,2,3653,22,1,3,4,3,3,4,3,3,10,No
EMP-0460,35,Female,Married,Master,Marketing,Marketing,Marketing Manager,Travel_Rarely,Yes,17,0,1,1,7869,13,1,3,3,2,3,3,3,4,9,No
EMP-0461,26,Male,Divorced,Master,Other,Engineering,Senior Engineer,Travel_Rarely,No,4,1,0,1,6000,22,1,1,3,4,3,3,4,5,28,No
EMP-0462,52,Male,Divorced,PhD,Technical Degree,HR,HR Executive,Travel_Frequently,No,6,3,1,2,4374,18,0,3,2,2,2,3,3,4,14,No
EMP-0463,41,Male,Married,Bachelor,Life Sciences,Engineering,Data Analyst,Travel_Rarely,Yes,4,4,0,2,5734,15,0,3,4,3,2,4,1,5,2,No
EMP-0464,54,Male,Married,Master,Life Sciences,Marketing,Content Specialist,Travel_Frequently,No,14,5,1,3,6613,16,3,3,4,3,2,3,4,1,3,No
EMP-0465,32,Female,Married,Master,Technical Degree,Marketing,Content Specialist,Non-Travel,Yes,6,5,6,1,5150,23,3,2,1,4,4,3,2,2,1,No
EMP-0466,51,Male,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Rarely,No,3,2,2,2,3246,17,0,3,4,3,3,2,3,3,4,No
EMP-0467,31,Female,Single,Bachelor,Marketing,Operations,Operations Manager,Travel_Rarely,No,7,1,2,3,4798,18,2,3,3,3,4,2,4,4,7,No
EMP-0468,26,Male,Married,Master,Medical,Marketing,Marketing Manager,Non-Travel,No,5,0,5,1,6058,25,1,4,3,1,4,2,3,2,13,No
EMP-0469,22,Male,Divorced,Bachelor,Technical Degree,Customer Support,Customer Success Manager,Travel_Rarely,No,4,2,4,3,3446,22,1,3,2,3,2,4,3,1,4,No
EMP-0470,40,Male,Single,Master,Human Resources,Operations,Logistics Coordinator,Travel_Rarely,No,6,2,1,1,4491,21,3,3,2,4,4,1,3,3,3,Yes
EMP-0471,42,Female,Single,Bachelor,Life Sciences,Customer Support,Support Lead,Travel_Frequently,Yes,1,1,0,3,3502,11,0,2,4,3,3,4,3,3,1,Yes
EMP-0472,38,Female,Divorced,Bachelor,Other,Marketing,Marketing Analyst,Travel_Rarely,Yes,0,0,0,6,2995,12,1,3,4,3,3,3,1,1,2,No
EMP-0473,31,Male,Single,Master,Human Resources,Engineering,Data Analyst,Travel_Rarely,No,2,2,2,2,5574,23,0,3,3,1,1,4,4,2,1,No
EMP-0474,30,Male,Married,Master,Human Resources,HR,Payroll Specialist,Travel_Rarely,Yes,5,0,1,2,4016,23,0,3,4,4,2,3,3,3,9,No
EMP-0475,36,Male,Single,Bachelor,Life Sciences,Sales,Sales Executive,Non-Travel,No,5,3,4,5,3179,24,0,4,2,4,3,2,1,5,20,Yes
EMP-0476,45,Female,Married,Bachelor,Marketing,Sales,Sales Manager,Travel_Rarely,No,2,0,0,3,4134,19,1,3,1,1,2,4,3,1,12,No
EMP-0477,29,Male,Married,Bachelor,Technical Degree,Marketing,Marketing Manager,Non-Travel,No,1,1,1,6,4006,20,1,4,3,4,2,2,3,2,10,No
EMP-0478,22,Male,Married,Bachelor,Technical Degree,Finance,Finance Manager,Travel_Frequently,Yes,4,2,0,2,5896,22,0,3,3,3,3,3,2,5,12,No
EMP-0479,32,Male,Divorced,PhD,Technical Degree,Engineering,Software Engineer,Travel_Rarely,Yes,2,0,2,5,7690,15,0,3,4,3,4,2,3,3,4,Yes
EMP-0480,24,Female,Married,Bachelor,Marketing,Sales,Sales Manager,Travel_Rarely,No,2,0,2,1,3787,20,0,3,4,3,3,2,3,4,14,No
EMP-0481,33,Female,Married,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,13,5,5,3,8592,14,1,3,3,2,4,3,3,5,6,No
EMP-0482,43,Female,Married,Master,Life Sciences,Engineering,Tech Lead,Travel_Frequently,Yes,7,2,0,3,10206,18,1,2,3,3,3,4,4,3,3,No
EMP-0483,47,Male,Single,Master,Other,HR,HR Executive,Travel_Rarely,No,11,8,1,2,4906,11,0,3,4,3,4,4,4,3,10,No
EMP-0484,43,Female,Married,Bachelor,Marketing,Customer Support,Customer Success Manager,Travel_Rarely,No,2,2,0,1,3516,22,0,3,3,3,2,4,3,3,5,No
EMP-0485,33,Male,Single,Master,Technical Degree,Engineering,Senior Engineer,Travel_Rarely,No,1,1,1,2,5972,20,0,3,4,1,3,3,3,2,5,No
EMP-0486,46,Male,Married,Bachelor,Life Sciences,Sales,Sales Representative,Non-Travel,No,12,5,4,2,4307,16,0,4,3,4,1,3,3,3,4,No
EMP-0487,40,Male,Single,Bachelor,Technical Degree,HR,Recruiter,Travel_Rarely,No,0,0,0,1,2839,24,0,3,4,2,2,1,3,4,10,Yes
EMP-0488,42,Male,Married,Bachelor,Technical Degree,HR,Recruiter,Travel_Rarely,No,6,0,1,4,2908,12,0,3,4,3,4,4,3,1,7,No
EMP-0489,36,Male,Divorced,Master,Technical Degree,HR,HR Manager,Travel_Rarely,No,3,1,2,4,5188,22,2,3,3,4,2,2,3,2,2,No
EMP-0490,38,Male,Married,Master,Life Sciences,Engineering,Data Analyst,Travel_Rarely,Yes,0,0,0,3,5985,24,0,4,3,3,2,2,1,6,9,Yes
EMP-0491,26,Male,Married,Bachelor,Other,Sales,Sales Executive,Non-Travel,No,2,2,2,4,2930,17,0,3,3,3,3,2,3,2,1,Yes
EMP-0492,22,Female,Married,Bachelor,Marketing,Sales,Sales Executive,Travel_Frequently,Yes,1,1,0,1,3153,23,0,3,4,3,3,2,1,3,16,Yes
EMP-0493,30,Male,Married,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Frequently,Yes,0,0,0,2,5864,24,0,3,2,3,4,3,3,4,3,Yes
EMP-0494,41,Female,Single,Bachelor,Other,Engineering,Data Analyst,Non-Travel,No,3,2,3,1,5538,20,0,3,4,4,4,3,3,2,2,No
EMP-0495,36,Male,Single,Bachelor,Medical,HR,HR Executive,Travel_Frequently,Yes,11,1,2,4,3952,17,1,4,2,4,3,3,3,1,5,Yes
EMP-0496,32,Male,Single,High School,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,14,1,14,5,8077,19,0,4,3,3,3,3,3,4,3,No
EMP-0497,42,Female,Divorced,PhD,Marketing,Engineering,Software Engineer,Non-Travel,No,2,2,0,1,6671,16,0,3,2,4,3,1,3,3,1,No
EMP-0498,32,Male,Divorced,Master,Marketing,HR,HR Manager,Travel_Rarely,Yes,1,1,1,4,4244,25,1,3,3,2,3,1,3,4,1,Yes
EMP-0499,27,Male,Married,Master,Human Resources,Marketing,Content Specialist,Travel_Frequently,Yes,2,0,2,1,3995,16,3,3,3,4,4,2,3,4,1,Yes
EMP-0500,27,Female,Married,Bachelor,Human Resources,Sales,Sales Executive,Travel_Rarely,No,9,0,6,1,4154,14,3,1,2,2,3,3,2,1,2,No
EMP-0501,35,Male,Married,Master,Life Sciences,Sales,Sales Representative,Travel_Rarely,Yes,13,0,2,6,5095,20,0,4,4,3,1,2,2,1,4,No
EMP-0502,38,Male,Single,Master,Other,Customer Support,Support Executive,Non-Travel,No,3,2,0,2,3362,19,0,4,4,3,3,2,3,2,14,No
EMP-0503,44,Male,Single,Master,Medical,HR,HR Executive,Non-Travel,Yes,1,1,0,2,3227,24,1,3,3,2,4,3,3,4,28,No
EMP-0504,48,Male,Married,Master,Life Sciences,Engineering,Tech Lead,Travel_Frequently,Yes,21,1,0,1,14659,21,1,2,2,3,3,2,3,4,1,Yes
EMP-0505,33,Female,Married,Master,Marketing,Operations,Operations Manager,Travel_Rarely,Yes,15,1,5,2,7006,22,1,1,4,2,3,3,3,4,25,Yes
EMP-0506,39,Male,Single,Bachelor,Medical,Finance,Accountant,Travel_Rarely,No,17,6,3,1,6173,14,0,3,3,3,4,3,4,3,3,No
EMP-0507,24,Male,Married,Master,Technical Degree,HR,HR Manager,Travel_Rarely,No,1,1,1,1,4127,13,0,3,1,3,2,4,3,3,2,No
EMP-0508,48,Male,Divorced,Bachelor,Human Resources,Engineering,Senior Engineer,Travel_Frequently,Yes,2,2,2,3,4829,25,0,4,1,2,4,3,3,0,14,Yes
EMP-0509,34,Male,Single,Master,Medical,Finance,Finance Analyst,Travel_Rarely,Yes,8,0,4,1,6407,21,0,2,3,4,2,2,3,4,2,No
EMP-0510,44,Male,Single,Bachelor,Other,Engineering,Software Engineer,Travel_Rarely,No,3,0,0,1,5454,18,1,1,4,3,4,3,4,5,1,No
EMP-0511,27,Male,Married,PhD,Medical,Sales,Sales Executive,Travel_Rarely,Yes,2,2,0,3,4721,20,0,3,4,4,3,1,3,3,7,Yes
EMP-0512,36,Female,Single,Bachelor,Life Sciences,Sales,Sales Manager,Travel_Rarely,No,5,0,0,4,4762,13,0,3,2,2,2,2,1,5,12,No
EMP-0513,45,Female,Divorced,Master,Human Resources,Engineering,Software Engineer,Travel_Rarely,Yes,0,0,0,3,5447,16,0,2,3,4,4,4,3,2,29,Yes
EMP-0514,39,Male,Married,Master,Life Sciences,Marketing,Marketing Manager,Travel_Rarely,Yes,4,2,1,5,6452,20,3,4,3,4,1,2,3,1,4,Yes
EMP-0515,49,Female,Divorced,Master,Medical,Sales,Sales Representative,Travel_Rarely,No,11,5,2,1,4941,25,0,3,3,4,3,2,3,3,10,No
EMP-0516,43,Male,Divorced,Master,Life Sciences,Marketing,Marketing Analyst,Travel_Rarely,No,4,4,1,3,4365,18,1,2,1,4,3,4,4,4,3,No
EMP-0517,35,Male,Single,Bachelor,Life Sciences,Engineering,Software Engineer,Travel_Rarely,No,1,1,1,5,4448,18,0,4,4,4,3,4,4,6,5,No
EMP-0518,51,Male,Divorced,Bachelor,Human Resources,Engineering,Senior Engineer,Travel_Rarely,No,0,0,0,1,4929,14,2,3,2,4,3,3,3,4,2,Yes
EMP-0519,45,Male,Single,Master,Life Sciences,Operations,Operations Manager,Travel_Frequently,No,5,0,5,5,5822,25,0,3,3,3,4,2,3,1,1,No
EMP-0520,41,Male,Single,PhD,Technical Degree,Engineering,Software Engineer,Travel_Rarely,Yes,15,0,1,4,10105,22,0,3,3,4,2,2,3,6,18,No
EMP-0521,37,Male,Divorced,Bachelor,Life Sciences,Operations,Operations Manager,Travel_Rarely,Yes,13,0,2,2,5885,18,1,3,1,1,3,2,3,4,1,Yes
EMP-0522,35,Female,Single,Bachelor,Marketing,Operations,Operations Analyst,Travel_Rarely,No,1,0,1,7,2870,11,2,3,3,2,3,3,3,2,1,Yes
EMP-0523,31,Male,Divorced,Bachelor,Other,Sales,Sales Representative,Travel_Frequently,No,2,2,2,2,3094,25,0,3,3,2,3,2,4,1,29,Yes
EMP-0524,40,Female,Married,Master,Other,Sales,Sales Manager,Travel_Frequently,Yes,9,7,5,2,6340,25,3,3,4,3,3,2,3,2,8,No
EMP-0525,60,Male,Married,Master,Human Resources,Sales,Sales Manager,Non-Travel,No,2,2,0,2,4851,24,1,4,3,3,4,3,4,2,9,No
EMP-0526,26,Male,Married,Bachelor,Other,Finance,Finance Manager,Travel_Rarely,No,4,0,3,4,6002,20,0,3,4,4,4,4,2,3,1,No
EMP-0527,22,Male,Married,Bachelor,Human Resources,Marketing,Content Specialist,Travel_Rarely,No,4,0,3,2,4062,22,1,3,4,3,2,4,4,2,6,No
EMP-0528,34,Male,Married,Bachelor,Medical,Finance,Auditor,Non-Travel,No,6,0,2,1,4340,11,2,3,4,4,3,1,4,1,16,No
EMP-0529,30,Male,Single,PhD,Technical Degree,HR,Recruiter,Travel_Frequently,Yes,4,4,0,1,3967,13,3,3,4,4,3,2,3,6,1,Yes
EMP-0530,31,Female,Married,Bachelor,Life Sciences,Engineering,Software Engineer,Travel_Rarely,No,12,0,0,3,6047,20,1,3,2,3,4,2,2,3,5,Yes
EMP-0531,52,Male,Single,High School,Other,Marketing,Marketing Analyst,Travel_Rarely,No,2,1,0,1,3094,22,2,3,2,4,3,3,3,4,29,No
EMP-0532,53,Female,Divorced,Master,Human Resources,Engineering,Senior Engineer,Non-Travel,No,24,6,3,3,10985,14,0,2,2,2,2,1,4,5,12,No
EMP-0533,28,Female,Married,High School,Other,Engineering,Data Analyst,Travel_Frequently,No,10,0,2,3,5187,12,0,3,2,2,4,3,3,4,17,Yes
EMP-0534,26,Male,Single,Bachelor,Other,Customer Support,Customer Success Manager,Non-Travel,No,5,2,0,1,4091,13,0,3,3,4,2,3,4,0,4,No
EMP-0535,30,Male,Married,PhD,Marketing,Sales,Sales Manager,Travel_Rarely,No,8,8,3,1,7338,21,3,4,3,4,4,2,3,4,4,No
EMP-0536,38,Male,Married,Master,Other,Operations,Logistics Coordinator,Travel_Frequently,No,14,3,9,1,5439,20,0,3,4,3,3,3,3,2,2,No
EMP-0537,38,Male,Married,Bachelor,Human Resources,Sales,Sales Representative,Travel_Rarely,No,7,1,0,2,3667,20,0,3,1,2,3,3,3,1,1,No
EMP-0538,39,Female,Married,Master,Medical,Sales,Sales Manager,Travel_Rarely,No,2,1,0,2,4622,24,2,3,3,3,3,2,3,3,13,No
EMP-0539,52,Female,Single,Bachelor,Marketing,Operations,Operations Manager,Non-Travel,No,0,0,0,2,3798,11,0,2,2,2,3,3,3,2,22,Yes
EMP-0540,22,Female,Single,Bachelor,Technical Degree,Finance,Finance Analyst,Travel_Rarely,No,3,3,0,6,4113,16,0,3,1,3,4,3,3,2,10,No
